target_key,gap,gap_rho,gap_eligible
162371,0.0,0.75,True
1630172,0.1,0.95,True
1630173,0.1,0.95,True
1630174,0.1,0.95,True
1633965,0.0,0.8,True
1641120,0.0,0.85,True
1642787,0.0,0.95,True
1646487,0.0,0.75,True
1648052,0.0,0.95,True
1657474,0.0,0.95,True
1659966,0.0,0.95,True
1660531,0.0,0.8,True
1665931,0.0,0.8,True
1668604,0.0,0.95,True
1672533,0.0,0.75,True
1672868,0.0,0.8,True
1678688,0.0,0.85,True
1683089,0.0,0.75,True
1683267,0.0,0.85,True
1685298,0.0,0.75,True
1688690,0.0,0.8,True
1688733,0.0,0.8,True
1695062,0.0,0.95,True
1695842,0.0,0.75,True
1705816,0.0,0.8,True
1706404,0.0,0.7,True
1710478,0.0,0.95,True
1710487,0.0,0.85,True
1712488,0.0,0.75,True
1717233,0.0,0.7,True
1719327,0.0,0.95,True
1719999,0.0,0.85,True
1722391,0.0,0.8,True
1726948,0.0,0.95,True
1727462,0.0,0.8,True
1728179,0.1,0.85,True
1728180,0.1,0.85,True
1728181,0.1,0.85,True
1729733,0.0,0.75,True
1734901,0.0,0.75,True
1735082,0.0,0.8,True
173694,0.1111111111111111,0.95,True
173695,0.1111111111111111,0.95,True
173697,0.058823529411764705,0.8,True
1740588,0.0,0.8,True
1742649,0.0,0.95,True
1742797,0.0,0.85,True
1745955,0.0,0.95,True
1746524,0.0,0.85,True
1752279,0.0,0.8,True
1757186,0.0,0.8,True
1761959,0.0,0.95,True
1762842,0.0,0.95,True
1763729,0.0,0.8,True
1775298,0.0,0.8,True
1779954,0.0,0.95,True
1780093,0.0,0.75,True
1780318,0.0,0.8,True
1782515,0.0,0.75,True
1782552,0.05,0.9,True
1782553,0.05,0.9,True
1788690,0.0,0.8,True
1789286,0.0,0.8,True
1789490,0.0,0.9,True
1790487,0.0,0.8,True
179252,0.0,0.85,True
1793343,0.0,0.7,True
1793405,0.0,0.8,True
1794837,0.0,0.75,True
1796952,0.0,0.95,True
1802180,0.0,0.85,True
1802332,0.0,0.85,True
1811247,0.0,0.95,True
1812640,0.0,0.8,True
1822049,0.0,0.95,True
1826568,0.0,0.8,True
1829094,0.0,0.9,True
184850,0.0,0.95,True
1853198,1.0,0.95,True
1860029,0.0,0.8,True
1867834,0.0,0.9,True
1882504,0.0,0.8,True
189068,0.0,0.85,True
189200,0.0,0.75,True
1892618,0.0,0.95,True
1900420,0.1,0.95,True
1900421,0.1,0.95,True
1900422,0.1,0.95,True
1919215,0.0,0.7,True
1927140,0.0,0.85,True
1927933,0.0,0.75,True
1939901,0.0,0.8,True
1941759,1.0,0.95,True
1941761,0.0,0.95,True
1941949,0.0,0.9,True
1942600,0.0,0.95,True
1944925,0.0,0.8,True
1946956,0.0,0.7,True
19472,0.0,0.75,True
196737,0.0,0.8,True
1980780,0.0,0.95,True
1980835,0.0,0.75,True
1981146,0.1,0.95,True
1981147,0.1,0.95,True
1981148,0.1,0.95,True
199300,0.0,0.95,True
1993670,0.0,0.85,True
200353,0.0,0.7,True
200414,0.0,0.95,True
200416,0.0,0.7,True
2013401,0.0,0.8,True
2014194,0.0,0.95,True
2014345,0.0,0.95,True
20250,0.0,0.75,True
203437,0.0,0.75,True
2036135,0.0,0.7,True
203754,0.0,0.8,True
204048,0.0,0.85,True
2045728,0.0,0.95,True
2051232,0.0,0.9,True
205531,0.0,0.95,True
2055647,0.0,0.8,True
205570,0.0,0.95,True
205996,0.0,0.95,True
2064852,0.0,0.95,True
2065688,0.0,0.8,True
2068848,0.0,0.9,True
2069235,0.0,0.7,True
2070124,0.0,0.85,True
2085291,0.0,0.8,True
2085709,0.0,0.75,True
2091182,0.0,0.95,True
2115021,0.0,0.95,True
2115553,0.2,0.8,True
2122202,0.0,0.75,True
2131105,0.0,0.8,True
2139200,0.0,0.75,True
2142166,0.0,0.8,True
2142170,0.0,0.8,True
2147549,0.0,0.85,True
2155468,0.0,0.95,True
217415,0.0,0.7,True
2180839,0.08333333333333333,0.75,True
2180840,0.08333333333333333,0.75,True
2187915,0.0,0.95,True
2192092,0.0,0.9,True
2199670,0.0,0.95,True
2203041,0.0,0.8,True
2203391,0.05,0.85,True
2228775,0.0,0.95,True
2238655,0.0,0.8,True
2254982,0.0,0.85,True
2266140,0.0,0.7,True
2281512,0.05,0.9,True
2281513,0.05,0.9,True
2292083,0.0,0.85,True
2292839,0.0,0.75,True
2300772,0.0,0.8,True
232130,0.0,0.7,True
2342140,0.0,0.85,True
234484,0.0,0.7,True
234486,0.0,0.8,True
2350332,0.0,0.95,True
2350775,0.0,0.95,True
2357044,0.0,0.85,True
2373230,0.0,0.85,True
237675,0.2,0.7,True
237677,0.2,0.7,True
2380062,0.0,0.95,True
239951,0.0,0.8,True
2415240,0.0,0.75,True
2419759,0.0,0.85,True
2438406,0.0,0.8,True
2440723,0.0,0.8,True
2449609,0.0,0.85,True
245609,0.0,0.8,True
2456508,0.0,0.8,True
2461657,0.0,0.7,True
246233,0.0,0.8,True
2477193,0.0,0.8,True
2480048,0.0,0.8,True
2481597,0.0,0.95,True
248641,0.0,0.7,True
2490440,1.0,0.95,True
2507186,0.05,0.7,True
2510882,0.0,0.75,True
2533106,0.0,0.75,True
2562742,0.0,0.7,True
25674,0.0,0.8,True
2569888,0.0,0.75,True
2579813,0.0,0.8,True
2583275,0.0,0.75,True
2584513,0.0,0.7,True
2584594,0.0,0.8,True
258682,0.0,0.8,True
2603584,0.0,0.95,True
2606277,0.0,0.95,True
2606349,0.0,0.95,True
2611738,0.0,0.8,True
2612485,0.0,0.75,True
2630371,0.0,0.95,True
2634781,0.0,0.75,True
263924,0.0,0.85,True
2651225,0.05,0.8,True
2651226,0.05,0.8,True
265754,0.0,0.75,True
2658151,0.0,0.8,True
2665279,0.0,0.9,True
2669469,0.0,0.75,True
2670586,0.05,0.75,True
2672349,0.0,0.7,True
2672350,0.0,0.95,True
2684047,0.2,0.95,True
2684048,0.2,0.95,True
2696170,0.0,0.8,True
2712847,0.0,0.75,True
2725932,0.0,0.75,True
2731195,0.0,0.85,True
2763878,0.0,0.8,True
2765336,0.0,0.9,True
2765337,0.0,0.8,True
276787,0.0,0.95,True
2776008,0.0,0.75,True
2777708,0.2,0.95,True
2777709,0.2,0.95,True
2791111,0.0,0.75,True
279768,0.0,0.8,True
2797971,0.0,0.75,True
2797972,0.0,0.85,True
2819275,0.0,0.95,True
2821000,0.0,0.75,True
282938,0.0,0.75,True
2839162,0.0,0.9,True
284073,0.0,0.95,True
2854229,0.0,0.8,True
287593,0.0,0.75,True
2891138,0.0,0.75,True
28977,0.0,0.95,True
2899839,0.0,0.8,True
2904226,0.0,0.8,True
290656,0.0,0.8,True
2909773,0.1,0.9,True
2909774,0.1,0.9,True
2909775,0.1,0.9,True
2918829,0.0,0.8,True
2920105,0.0,0.8,True
293318,0.0,0.8,True
2935548,0.0,0.75,True
2938102,0.0,0.85,True
2939807,0.0,0.75,True
2940712,0.0,0.95,True
2941704,0.0,0.7,True
2942698,0.0,0.85,True
2950925,0.0,0.75,True
2955066,0.0,0.9,True
2955693,0.0,0.95,True
2965573,0.0,0.75,True
2965793,0.0,0.95,True
2967643,0.0,0.8,True
2972379,0.0,0.8,True
297952,0.0,0.85,True
2984079,0.0,0.85,True
2986069,0.0,0.8,True
2998350,0.0,0.75,True
3008151,0.0,0.8,True
3022356,0.0,0.95,True
3024026,0.0,0.8,True
3026512,0.0,0.8,True
302854,0.0,0.85,True
3028806,0.0,0.75,True
3030578,0.0,0.8,True
3041429,0.0,0.8,True
3041936,0.0,0.95,True
3058589,0.0,0.8,True
3059089,0.0,0.95,True
3064464,0.0,0.8,True
306840,0.0,0.75,True
3072581,0.0,0.7,True
3073298,0.0,0.8,True
307727,0.0,0.8,True
3081622,0.0,0.75,True
30821,0.0,0.8,True
3082150,0.0,0.85,True
3084024,0.06666666666666667,0.75,True
3084025,0.06666666666666667,0.75,True
308584,0.0,0.8,True
3108719,0.0,0.7,True
3134758,0.0,0.8,True
3148563,0.0,0.8,True
3148564,0.0,0.95,True
3149188,0.05,0.7,True
3149189,0.05,0.7,True
3170152,0.0,0.75,True
3172724,0.0,0.8,True
3172727,0.0,0.9,True
3178644,0.0,0.8,True
3181355,0.0,0.75,True
318560,0.0,0.75,True
3194701,0.0,0.95,True
321759,0.0,0.85,True
3234177,0.0,0.95,True
3286131,0.0,0.9,True
3349797,0.0,0.95,True
336967,1.0,0.95,True
3370313,0.0,0.95,True
3403435,0.0,0.85,True
34246,0.0,0.75,True
3435929,0.0,0.95,True
3441419,0.0,0.75,True
3453821,0.0,0.75,True
3473657,0.0,0.8,True
3483611,0.0,0.95,True
3487405,0.0,0.95,True
349957,0.0,0.9,True
35,0.0,0.8,True
3514599,0.0,0.95,True
351663,0.0,0.75,True
353886,0.0,0.8,True
3543824,0.0,0.75,True
355719,0.0,0.8,True
357926,0.0,0.8,True
3602648,0.0,0.95,True
3635640,0.0,0.8,True
3647092,0.0,0.95,True
367189,0.0,0.8,True
3731897,0.0,0.85,True
37500,0.0,0.85,True
376088,0.0,0.85,True
3772898,0.0,0.95,True
3774112,0.0,0.95,True
3803719,0.05,0.8,True
3868065,0.0,0.75,True
389221,0.0,0.75,True
3908749,0.0,0.85,True
3908750,0.0,0.85,True
39178,0.0,0.9,True
392039,0.0,0.8,True
392271,0.0,0.8,True
3924452,0.0,0.7,True
392466,0.0,0.95,True
398096,0.0,0.85,True
4019380,0.0,0.8,True
411147,0.0,0.95,True
412570,0.0,0.8,True
4145108,0.0,0.95,True
4146112,0.0,0.75,True
4165947,0.05,0.7,True
4165948,0.05,0.7,True
417829,1.0,0.95,True
4212451,0.0,0.7,True
4212454,0.0,0.7,True
4269062,0.05,0.95,True
4269063,0.05,0.95,True
4288607,0.0,0.95,True
43108,0.0,0.85,True
4385256,0.0,0.95,True
4394181,0.0,0.85,True
4420065,0.0,0.85,True
44382,0.0,0.8,True
4483945,0.0,0.95,True
4494197,0.0,0.7,True
451808,0.05,0.75,True
451809,0.05,0.75,True
4526742,0.0,0.7,True
4549798,0.2,0.85,True
4549803,0.2,0.85,True
4557333,0.0,0.75,True
4576218,0.0,0.95,True
4604790,0.0,0.7,True
4607987,0.0,0.95,True
4608347,0.05,0.7,True
4617076,0.0,0.9,True
4635,0.0,0.95,True
4664593,0.0,0.95,True
469339,0.0,0.95,True
471864,0.0,0.8,True
4735194,0.0,0.95,True
4740507,0.0,0.7,True
4742010,0.0,0.7,True
4767525,0.0,0.95,True
4795088,0.0,0.95,True
4795090,0.1,0.85,True
4795091,0.1,0.85,True
4795092,0.1,0.85,True
4807954,0.0,0.95,True
4812412,0.0,0.75,True
4814729,0.0,0.95,True
482181,0.0,0.8,True
4851283,0.0,0.7,True
4857665,0.0,0.8,True
4864774,0.0,0.95,True
4877533,0.0,0.75,True
4977219,0.0,0.95,True
4987163,0.0,0.8,True
4990166,0.0,0.7,True
4995155,0.0,0.8,True
501017,0.0,0.95,True
5015775,0.0,0.9,True
5046329,0.0,0.85,True
504663,0.0,0.8,True
51112,0.0,0.85,True
512880,0.0,0.95,True
5152223,0.0,0.8,True
5175831,0.0,0.8,True
5189715,0.0,0.75,True
5210420,0.0,0.9,True
523639,0.0,0.7,True
5241281,0.0,0.75,True
5247805,0.0,0.8,True
5255828,0.0,0.95,True
527593,0.0,0.9,True
5282300,0.0,0.7,True
528873,0.0,0.8,True
52919,0.0,0.8,True
529887,0.0,0.85,True
5302153,0.0,0.8,True
5316162,0.0,0.95,True
534816,0.0,0.75,True
5366171,0.0,0.95,True
5409302,0.0,0.8,True
5421647,0.05,0.7,True
542552,0.0,0.8,True
546090,0.0,0.7,True
5467380,0.1,0.9,True
5467381,0.1,0.9,True
5467382,0.1,0.9,True
5478464,0.2,0.8,True
5489997,0.0,0.95,True
54966,0.0,0.95,True
552289,0.0,0.75,True
5547087,0.0,0.75,True
5575512,0.0,0.95,True
557793,0.0,0.75,True
5580295,0.05,0.95,True
5580296,0.05,0.95,True
5592430,0.0,0.9,True
5623381,0.0,0.9,True
562847,0.0,0.75,True
5631334,0.0,0.75,True
564720,0.0,0.95,True
5660051,0.0,0.7,True
56722,0.0,0.75,True
5679365,0.0,0.7,True
5698612,0.0,0.8,True
5703523,0.0,0.8,True
5729702,0.0,0.85,True
5776395,0.0,0.85,True
5788391,0.0,0.8,True
5795369,0.0,0.8,True
5806895,0.0,0.8,True
5815001,1.0,0.95,True
5815002,0.0,0.7,True
5815032,0.0,0.75,True
5817172,0.0,0.95,True
5817498,0.0,0.95,True
581753,0.0,0.85,True
58303,0.0,0.95,True
5844314,0.0,0.9,True
5864218,0.0,0.8,True
5895914,0.0,0.85,True
5895957,0.0,0.85,True
5902785,0.0,0.95,True
5904820,0.0,0.75,True
5925,0.0,0.8,True
5932260,0.0,0.85,True
593981,0.0,0.8,True
596053,0.0,0.75,True
5978636,0.0,0.8,True
598694,0.0,0.8,True
600223,0.0,0.75,True
601478,0.0,0.8,True
6015165,0.0,0.8,True
6029385,0.0,0.95,True
6029389,0.0,0.95,True
6033282,0.0,0.75,True
6049645,0.0,0.75,True
607684,0.0,0.95,True
607797,0.0,0.95,True
607803,0.0,0.75,True
6083018,0.0,0.75,True
6083055,0.0,0.7,True
6098623,0.0,0.7,True
6117457,0.0,0.85,True
6133150,0.0,0.85,True
6145054,0.0,0.85,True
6152248,0.05,0.95,True
6152249,0.05,0.95,True
6184067,0.0,0.95,True
619060,0.0,0.8,True
6216050,0.0,0.85,True
6217738,0.0,0.95,True
6224331,0.0,0.75,True
6256473,0.0,0.95,True
6256826,0.05,0.75,True
6257858,0.0,0.85,True
6258460,0.0,0.75,True
6259248,0.0,0.85,True
6262109,0.0,0.8,True
6263500,0.05,0.8,True
6267323,0.05,0.9,True
6267324,0.05,0.9,True
6269689,0.0,0.9,True
6270851,0.0,0.75,True
6273545,0.0,0.75,True
6279762,0.0,0.8,True
6284015,0.0,0.85,True
6286690,0.0,0.7,True
6290304,0.0,0.95,True
6290305,0.05,0.8,True
6290863,0.0,0.8,True
6291315,0.0,0.75,True
6292892,0.0,0.8,True
6293446,0.0,0.95,True
6297092,0.0,0.85,True
6297574,0.0,0.8,True
6298839,0.05,0.75,True
6300717,0.05,0.75,True
6302289,0.0,0.7,True
6304231,0.0,0.7,True
6305992,0.0,0.8,True
6310934,0.0,0.75,True
6311585,0.0,0.95,True
6312437,0.05,0.95,True
6312438,0.05,0.95,True
6313411,0.0,0.8,True
6317793,0.05,0.7,True
6317794,0.05,0.7,True
6322925,0.0,0.75,True
6325089,0.0,0.7,True
6329407,0.0,0.95,True
6329413,0.0,0.75,True
6329417,0.0,0.7,True
6330613,0.0,0.95,True
6333374,0.0,0.75,True
6338836,0.0,0.75,True
6340617,0.0,0.95,True
6345816,0.0,0.8,True
6351301,0.05,0.8,True
6355626,0.0,0.85,True
635851,0.0,0.8,True
6359560,0.0,0.75,True
6364486,0.0,0.95,True
636616,0.1,0.8,True
6368178,0.0,0.9,True
6368219,0.0,0.75,True
6384232,0.0,0.95,True
6386307,0.0,0.7,True
6395978,0.0,0.8,True
6397607,0.0,0.75,True
6400080,0.0,0.9,True
6400081,0.0,0.9,True
6401414,0.0,0.8,True
6402884,0.0,0.7,True
6408054,0.0,0.7,True
6408056,0.0,0.8,True
6408743,0.0,0.75,True
6409891,0.0,0.8,True
6412434,0.0,0.8,True
6412453,0.0,0.8,True
6416077,0.2,0.95,True
6416078,0.2,0.95,True
6418167,0.0,0.8,True
6432170,0.05,0.8,True
64338,0.05,0.95,True
64340,0.05,0.95,True
643468,0.058823529411764705,0.8,True
6434714,0.0,0.8,True
6438570,0.0,0.95,True
6458710,0.0,0.75,True
6467777,0.0,0.75,True
6468445,0.0,0.95,True
6475333,0.0,0.75,True
6477052,0.0,0.7,True
6485353,0.0,0.85,True
6493078,0.0,0.8,True
6493088,0.0,0.75,True
6495030,0.05,0.7,True
6499110,0.0,0.9,True
6502612,0.0,0.7,True
6503240,0.0,0.95,True
6505231,0.0,0.85,True
651293,0.0,0.95,True
6513436,0.0,0.8,True
651516,0.05263157894736842,0.95,True
651517,0.05263157894736842,0.95,True
6522266,0.0,0.8,True
6531264,0.0,0.8,True
6543416,0.0,0.8,True
654471,0.0,0.75,True
6554019,0.0,0.7,True
6604,0.0,0.7,True
66107,0.0,0.85,True
662552,0.0,0.75,True
66267,0.0,0.95,True
664514,0.0,0.85,True
665961,0.0,0.95,True
665964,0.05,0.95,True
665965,0.05,0.95,True
669462,0.0,0.95,True
669499,0.0,0.95,True
670042,0.0,0.95,True
672851,0.0,0.95,True
681897,0.0,0.8,True
694486,0.0,0.75,True
695491,0.0,0.85,True
695949,0.0,0.95,True
696121,0.0,0.95,True
701352,0.0,0.8,True
715797,0.0,0.8,True
719657,0.0,0.75,True
725462,0.0,0.95,True
728749,0.0,0.8,True
736578,0.0,0.95,True
754434,0.0,0.75,True
756915,0.0,0.8,True
761251,0.0,0.85,True
778851,0.05,0.8,True
778852,0.05,0.8,True
781603,0.0,0.8,True
791541,0.0,0.9,True
793141,0.0,0.8,True
798643,0.0,0.8,True
800535,0.0,0.95,True
802449,0.0,0.8,True
804606,0.05,0.8,True
812547,0.0,0.95,True
832908,0.0,0.75,True
861082,0.0,0.85,True
88313,0.0,0.95,True
894483,0.0,0.75,True
914053,0.0,0.75,True
950404,0.0,0.85,True
984715,0.0,0.95,True
