fact,answer,fold,samples,samples_scored,l_rep,predicted,label_unseen,behavioral_l
cf-10135,Samsung,2,1,1,0.0,Intel,False,1.0
cf-10136,Microsoft,0,1,1,1.0,Microsoft,False,0.0
cf-10137,journalist,4,1,1,0.0,actor,False,0.0
cf-10138,Antarctica,3,1,1,1.0,Antarctica,False,0.0
cf-1014,Apple,3,1,1,1.0,Apple,False,0.0
cf-10142,Spanish,3,1,1,1.0,Spanish,False,1.0
cf-10145,Africa,4,1,1,1.0,Africa,False,1.0
cf-10148,Bern,4,1,1,0.0,France,False,1.0
cf-10149,Intel,1,1,1,1.0,Intel,False,1.0
cf-10169,Apple,2,1,1,1.0,Apple,False,0.0
cf-10174,Toyota,2,1,1,1.0,Toyota,False,1.0
cf-10182,Warsaw,2,1,1,0.0,Moscow,False,0.0
cf-10191,FIFA,2,1,1,1.0,FIFA,False,0.0
cf-10198,Spanish,1,1,1,0.0,French,False,0.0
cf-102,Renault,2,1,1,1.0,Renault,False,1.0
cf-10201,violin,0,1,1,0.0,piano,False,0.0
cf-10211,Japan,2,1,1,1.0,Japan,False,0.0
cf-10227,Neptune,3,1,1,0.0,Poland,False,0.0
cf-10229,Moscow,0,1,1,1.0,Moscow,False,0.0
cf-10242,Spanish,3,1,1,1.0,Spanish,False,0.0
cf-10243,France,4,1,1,0.0,Paris,False,1.0
cf-10256,bishop,3,1,1,1.0,bishop,False,1.0
cf-10257,Microsoft,2,1,1,0.0,Nokia,False,0.0
cf-10259,goalkeeper,3,1,1,0.0,midfielder,False,1.0
cf-10261,France,3,1,1,0.0,Paris,False,0.0
cf-10266,Ethiopia,0,1,1,0.0,Africa,False,0.0
cf-10272,Boeing,1,1,1,1.0,Boeing,False,0.0
cf-10273,Sony,1,1,1,0.0,Toyota,False,1.0
cf-10278,English,2,1,1,1.0,English,False,0.0
cf-10284,quarterback,3,1,1,0.0,football,False,0.0
cf-10287,Renault,4,1,1,1.0,Renault,False,1.0
cf-1030,India,1,1,1,0.0,Asia,False,1.0
cf-10304,Turkey,4,1,1,0.0,Iran,False,0.0
cf-10305,Russian,1,1,1,1.0,Russian,False,0.0
cf-10326,Microsoft,3,1,1,1.0,Microsoft,False,1.0
cf-1033,Antarctica,4,1,1,1.0,Antarctica,False,0.0
cf-10339,jazz,3,1,1,1.0,jazz,False,0.0
cf-10344,Antarctica,4,1,1,1.0,Antarctica,False,0.0
cf-10345,bishop,0,1,1,1.0,bishop,False,0.0
cf-10346,Dodge,2,1,1,1.0,Dodge,False,1.0
cf-10347,Nissan,2,1,1,1.0,Nissan,False,0.0
cf-10357,Madagascar,2,1,1,0.0,India,False,0.0
cf-10367,Antarctica,2,1,1,1.0,Antarctica,False,0.0
cf-10369,Paris,4,1,1,1.0,Paris,False,0.0
cf-10371,CBS,3,1,1,0.0,NBC,False,0.0
cf-10373,Amazon,2,1,1,0.0,Google,False,0.0
cf-10387,Antarctica,4,1,1,1.0,Antarctica,False,0.0
cf-10388,Africa,0,1,1,1.0,Africa,False,0.0
cf-10393,Apple,2,1,1,1.0,Apple,False,1.0
cf-10395,India,0,1,1,1.0,India,False,1.0
cf-10396,London,3,1,1,0.0,Boston,False,0.0
cf-10399,Dutch,0,1,1,1.0,Dutch,False,1.0
cf-104,Germany,0,1,1,1.0,Germany,False,1.0
cf-10404,Adobe,3,1,1,1.0,Adobe,False,1.0
cf-10407,Shanghai,3,1,1,0.0,Japan,False,0.0
cf-10408,California,4,1,1,0.0,Canada,False,0.0
cf-10413,Google,2,1,1,1.0,Google,False,1.0
cf-10417,Canada,0,1,1,1.0,Canada,False,0.0
cf-10418,Melbourne,2,1,1,0.0,Victoria,False,0.0
cf-10429,Islam,0,1,1,1.0,Islam,False,1.0
cf-1043,Seattle,2,1,1,0.0,London,False,0.0
cf-10436,Asia,4,1,1,1.0,Asia,False,0.0
cf-1044,Cairo,4,1,1,0.0,Copenhagen,False,1.0
cf-10443,Lisbon,4,1,1,0.0,Portuguese,False,1.0
cf-10456,India,1,1,1,1.0,India,False,0.0
cf-10464,CBS,0,1,1,1.0,CBS,False,0.0
cf-10473,IBM,0,1,1,0.0,Microsoft,False,0.0
cf-1048,Livingston,2,1,1,0.0,London,False,0.0
cf-10483,CBS,3,1,1,1.0,CBS,False,0.0
cf-10492,German,2,1,1,1.0,German,False,0.0
cf-10494,Luxembourg,4,1,1,0.0,Germany,False,0.0
cf-10500,English,1,1,1,1.0,English,False,0.0
cf-10502,baseball,0,1,1,0.0,goaltender,False,0.0
cf-10512,Berlin,1,1,1,1.0,Berlin,False,0.0
cf-10514,Dodge,3,1,1,1.0,Dodge,False,1.0
cf-10518,Alaska,0,1,1,0.0,Antarctica,False,0.0
cf-10530,German,1,1,1,1.0,German,False,0.0
cf-1054,Scotland,2,1,1,1.0,Scotland,False,0.0
cf-10541,NBC,3,1,1,0.0,CBS,False,0.0
cf-10543,Vietnam,2,1,1,0.0,Ireland,False,1.0
cf-1055,Delhi,3,1,1,0.0,Islam,False,1.0
cf-10552,Islam,3,1,1,1.0,Islam,False,1.0
cf-10553,Leonardo,1,1,1,0.0,Toyota,False,0.0
cf-10555,physicist,0,1,1,0.0,basketball,False,0.0
cf-10556,chemist,3,1,1,0.0,baseball,False,0.0
cf-10567,Microsoft,0,1,1,1.0,Microsoft,False,0.0
cf-10571,Helsinki,4,1,1,0.0,Moscow,False,0.0
cf-10580,physiology,1,1,1,1.0,physiology,False,0.0
cf-10586,Honda,2,1,1,1.0,Honda,False,0.0
cf-10588,Apple,1,1,1,1.0,Apple,False,1.0
cf-10589,France,3,1,1,0.0,Paris,False,0.0
cf-1059,Microsoft,3,1,1,1.0,Microsoft,False,0.0
cf-10601,Munich,2,1,1,0.0,Dutch,False,0.0
cf-10606,Stockholm,2,1,1,0.0,Oslo,False,0.0
cf-10611,Antarctica,1,1,1,1.0,Antarctica,False,0.0
cf-10612,English,3,1,1,1.0,English,False,0.0
cf-10622,German,3,1,1,1.0,German,False,0.0
cf-10640,Stockholm,1,1,1,0.0,Europe,False,1.0
cf-10644,French,1,1,1,1.0,French,False,0.0
cf-10645,NBC,3,1,1,0.0,CBS,False,0.0
cf-10647,Apple,2,1,1,1.0,Apple,False,0.0
cf-10656,CBS,2,1,1,0.0,NBC,False,0.0
cf-10658,baseball,4,1,1,0.0,football,False,0.0
cf-10659,pope,2,1,1,1.0,pope,False,1.0
cf-10665,Honda,2,1,1,1.0,Honda,False,0.0
cf-10667,soccer,1,1,1,0.0,goaltender,False,0.0
cf-10668,basketball,1,1,1,0.0,actor,False,0.0
cf-10669,Antarctica,4,1,1,1.0,Antarctica,False,0.0
cf-10670,Judaism,4,1,1,0.0,Islam,False,1.0
cf-10671,PBS,4,1,1,0.0,NBC,False,1.0
cf-10674,Spanish,4,1,1,1.0,Spanish,False,0.0
cf-10675,Microsoft,3,1,1,1.0,Microsoft,False,0.0
cf-10676,basketball,4,1,1,0.0,baseball,False,0.0
cf-10677,Cincinnati,3,1,1,0.0,Philadelphia,False,0.0
cf-10684,Antarctica,2,1,1,1.0,Antarctica,False,1.0
cf-10685,Geneva,0,1,1,0.0,Paris,False,0.0
cf-10710,Glasgow,0,1,1,0.0,London,False,0.0
cf-10720,Nokia,3,1,1,1.0,Nokia,False,1.0
cf-10732,Alaska,2,1,1,0.0,Antarctica,False,0.0
cf-10735,goaltender,1,1,1,1.0,goaltender,False,0.0
cf-10737,Barcelona,0,1,1,0.0,Rome,False,0.0
cf-10744,Boeing,1,1,1,1.0,Boeing,False,0.0
cf-10745,Ireland,3,1,1,0.0,London,False,0.0
cf-10747,Warsaw,2,1,1,1.0,Warsaw,False,0.0
cf-10749,Swedish,1,1,1,0.0,Finnish,False,0.0
cf-10750,NBC,2,1,1,1.0,NBC,False,1.0
cf-10755,London,4,1,1,1.0,London,False,0.0
cf-10756,Cairo,1,1,1,0.0,Africa,False,1.0
cf-10757,Nevada,3,1,1,0.0,Pennsylvania,False,0.0
cf-10759,Apple,1,1,1,1.0,Apple,False,0.0
cf-10765,Google,4,1,1,0.0,Microsoft,False,0.0
cf-10766,Chicago,2,1,1,0.0,Indiana,False,1.0
cf-10774,Rome,4,1,1,0.0,Venice,False,0.0
cf-10788,Toronto,3,1,1,0.0,Microsoft,False,0.0
cf-10789,Islam,3,1,1,1.0,Islam,False,1.0
cf-10792,Microsoft,0,1,1,1.0,Microsoft,False,0.0
cf-10794,English,3,1,1,0.0,French,False,0.0
cf-10797,HBO,4,1,1,0.0,NBC,False,0.0
cf-10810,Toyota,2,1,1,0.0,Japan,False,0.0
cf-10812,Japan,3,1,1,1.0,Japan,False,0.0
cf-10822,Cadillac,1,1,1,0.0,Chevrolet,False,1.0
cf-10829,Bulgarian,4,1,1,0.0,Russian,False,1.0
cf-10837,Russian,3,1,1,1.0,Russian,False,0.0
cf-1084,BMW,2,1,1,1.0,BMW,False,1.0
cf-10847,Spanish,0,1,1,1.0,Spanish,False,1.0
cf-10853,Tripoli,1,1,1,0.0,Africa,False,0.0
cf-10862,India,4,1,1,1.0,India,False,0.0
cf-10864,FIFA,2,1,1,1.0,FIFA,False,0.0
cf-10867,English,4,1,1,1.0,English,False,0.0
cf-10881,Apple,1,1,1,1.0,Apple,False,0.0
cf-10888,London,1,1,1,0.0,Barcelona,False,0.0
cf-10889,Manitoba,4,1,1,0.0,Montana,False,0.0
cf-1089,Turkey,1,1,1,0.0,Greece,False,0.0
cf-109,Russia,2,1,1,1.0,Russia,False,1.0
cf-10903,English,3,1,1,1.0,English,False,0.0
cf-10912,Nokia,1,1,1,1.0,Nokia,False,1.0
cf-10914,Antarctica,0,1,1,1.0,Antarctica,False,0.0
cf-10925,Toyota,2,1,1,1.0,Toyota,False,1.0
cf-10931,Volvo,0,1,1,0.0,Honda,False,1.0
cf-10932,Missouri,0,1,1,0.0,Antarctica,False,0.0
cf-10933,Romanian,2,1,1,0.0,Russian,False,0.0
cf-10934,Nissan,0,1,1,0.0,BMW,False,0.0
cf-10936,Constantinople,1,1,1,0.0,Rome,False,0.0
cf-10937,Google,0,1,1,1.0,Google,False,0.0
cf-1094,Queensland,3,1,1,0.0,Antarctica,False,0.0
cf-10941,California,4,1,1,1.0,California,False,0.0
cf-10948,cardinal,0,1,1,0.0,bishop,False,0.0
cf-10955,Islam,0,1,1,1.0,Islam,False,0.0
cf-10956,Queensland,1,1,1,0.0,Antarctica,False,0.0
cf-10961,Antarctica,1,1,1,1.0,Antarctica,False,0.0
cf-10962,Chicago,0,1,1,0.0,Ireland,False,0.0
cf-10972,politician,0,1,1,1.0,politician,False,0.0
cf-10976,India,0,1,1,1.0,India,False,0.0
cf-10978,Houston,1,1,1,0.0,Antarctica,False,0.0
cf-10995,FIFA,2,1,1,1.0,FIFA,False,0.0
cf-10997,Maharashtra,1,1,1,0.0,India,False,0.0
cf-11006,Toronto,1,1,1,0.0,Honda,False,0.0
cf-11017,Massachusetts,3,1,1,0.0,Illinois,False,1.0
cf-1103,Microsoft,4,1,1,1.0,Microsoft,False,1.0
cf-11035,Honda,0,1,1,0.0,Toyota,False,0.0
cf-1104,French,2,1,1,1.0,French,False,0.0
cf-11040,Oslo,0,1,1,0.0,London,False,0.0
cf-11042,India,1,1,1,0.0,Gujarat,False,0.0
cf-11069,Islam,3,1,1,1.0,Islam,False,1.0
cf-11071,Aden,4,1,1,0.0,Kabul,False,0.0
cf-11074,Seoul,0,1,1,0.0,London,False,0.0
cf-11076,Paris,3,1,1,1.0,Paris,False,0.0
cf-11083,Russia,2,1,1,1.0,Russia,False,1.0
cf-11100,Cleveland,4,1,1,0.0,Boston,False,0.0
cf-11105,Australia,2,1,1,0.0,England,False,0.0
cf-11110,Moscow,1,1,1,0.0,Berlin,False,0.0
cf-11121,English,1,1,1,1.0,English,False,0.0
cf-11123,English,1,1,1,0.0,French,False,0.0
cf-1113,IBM,1,1,1,1.0,IBM,False,0.0
cf-11134,Warwick,3,1,1,0.0,London,False,0.0
cf-11146,Apple,0,1,1,1.0,Apple,False,0.0
cf-11153,Alberta,1,1,1,0.0,Antarctica,False,0.0
cf-11155,Virginia,4,1,1,0.0,Pennsylvania,False,0.0
cf-11156,linebacker,1,1,1,1.0,linebacker,False,0.0
cf-1116,midfielder,3,1,1,0.0,quarterback,False,0.0
cf-11164,Canada,2,1,1,0.0,London,False,1.0
cf-11172,violin,1,1,1,0.0,Italian,False,0.0
cf-11173,Antarctica,0,1,1,1.0,Antarctica,False,0.0
cf-11191,French,3,1,1,1.0,French,False,1.0
cf-11199,Scots,3,1,1,0.0,English,False,0.0
cf-11200,journalist,1,1,1,0.0,actor,False,0.0
cf-11201,bishop,1,1,1,0.0,poet,False,0.0
cf-11204,Belgium,0,1,1,0.0,France,False,0.0
cf-11210,Apple,2,1,1,1.0,Apple,False,1.0
cf-11211,Indonesia,1,1,1,1.0,Indonesia,False,0.0
cf-11214,Afghanistan,3,1,1,0.0,Asia,False,0.0
cf-11215,Berlin,4,1,1,1.0,Berlin,False,0.0
cf-11219,Finland,0,1,1,0.0,Antarctica,False,0.0
cf-11225,Canada,1,1,1,0.0,Australia,False,0.0
cf-11232,David,3,1,1,0.0,Jerusalem,False,1.0
cf-11236,Paris,0,1,1,0.0,French,False,0.0
cf-11242,Paris,0,1,1,1.0,Paris,False,0.0
cf-1125,Hindi,4,1,1,0.0,English,False,0.0
cf-11264,NBC,4,1,1,0.0,CBS,False,0.0
cf-11265,London,1,1,1,1.0,London,False,0.0
cf-11268,Normandy,3,1,1,0.0,Antarctica,False,0.0
cf-1127,Intel,0,1,1,1.0,Intel,False,1.0
cf-11272,Santiago,0,1,1,0.0,Spanish,False,1.0
cf-11285,Vienna,3,1,1,0.0,Toronto,False,0.0
cf-11287,IBM,2,1,1,1.0,IBM,False,1.0
cf-11288,NBC,4,1,1,0.0,CBS,False,0.0
cf-11292,Colombia,1,1,1,0.0,Antarctica,False,0.0
cf-11299,Finnish,0,1,1,1.0,Finnish,False,0.0
cf-11306,Barcelona,2,1,1,0.0,Microsoft,False,0.0
cf-11317,Russian,0,1,1,1.0,Russian,False,0.0
cf-11318,Africa,1,1,1,1.0,Africa,False,0.0
cf-1132,French,1,1,1,1.0,French,False,1.0
cf-11332,German,3,1,1,0.0,English,False,0.0
cf-11341,English,1,1,1,1.0,English,False,0.0
cf-11347,Microsoft,2,1,1,1.0,Microsoft,False,0.0
cf-11357,Russian,3,1,1,1.0,Russian,False,0.0
cf-11363,Budapest,3,1,1,0.0,Russia,False,0.0
cf-11369,Ireland,1,1,1,1.0,Ireland,False,0.0
cf-11386,Auckland,2,1,1,0.0,Melbourne,False,0.0
cf-11389,actor,1,1,1,1.0,actor,False,0.0
cf-1139,Jerusalem,3,1,1,0.0,India,False,0.0
cf-11393,Belgium,1,1,1,0.0,London,False,0.0
cf-11396,French,1,1,1,1.0,French,False,0.0
cf-11398,goaltender,3,1,1,0.0,German,False,0.0
cf-11406,Lisbon,4,1,1,0.0,Rome,False,0.0
cf-11411,Cardiff,3,1,1,0.0,Ireland,False,0.0
cf-11413,Boston,1,1,1,0.0,London,False,0.0
cf-11415,Microsoft,3,1,1,1.0,Microsoft,False,1.0
cf-1142,French,2,1,1,1.0,French,False,0.0
cf-11420,Ukrainian,3,1,1,0.0,Russian,False,0.0
cf-11430,Afghanistan,3,1,1,0.0,Ireland,False,0.0
cf-11431,English,4,1,1,1.0,English,False,0.0
cf-11434,piano,4,1,1,0.0,French,False,0.0
cf-11438,Toronto,2,1,1,0.0,London,False,0.0
cf-11445,midfielder,4,1,1,1.0,midfielder,False,0.0
cf-1145,Paris,4,1,1,0.0,France,False,0.0
cf-11455,chemistry,4,1,1,0.0,physiology,False,0.0
cf-11458,Dodge,3,1,1,1.0,Dodge,False,1.0
cf-11462,Irvine,3,1,1,0.0,London,False,0.0
cf-11465,goaltender,3,1,1,0.0,actor,False,0.0
cf-11466,Perth,1,1,1,0.0,London,False,0.0
cf-11469,jazz,3,1,1,1.0,jazz,False,0.0
cf-11474,Apple,3,1,1,1.0,Apple,False,0.0
cf-11479,Houston,1,1,1,0.0,London,False,0.0
cf-11482,Alabama,2,1,1,0.0,Africa,False,0.0
cf-11484,Naples,1,1,1,0.0,Venice,False,0.0
cf-11485,German,0,1,1,1.0,German,False,0.0
cf-11488,Denmark,4,1,1,0.0,Copenhagen,False,1.0
cf-11491,Pakistan,3,1,1,0.0,India,False,0.0
cf-11494,Polish,4,1,1,0.0,Russian,False,1.0
cf-11499,Australia,1,1,1,0.0,Antarctica,False,0.0
cf-115,FIFA,4,1,1,1.0,FIFA,False,0.0
cf-11509,Istanbul,3,1,1,1.0,Istanbul,False,0.0
cf-1151,Denmark,4,1,1,0.0,Nissan,False,0.0
cf-11514,HBO,3,1,1,0.0,NBC,False,0.0
cf-11515,French,1,1,1,1.0,French,False,0.0
cf-11516,London,3,1,1,1.0,London,False,0.0
cf-11517,NATO,0,1,1,0.0,FIFA,False,0.0
cf-11518,iron,2,1,1,0.0,England,False,1.0
cf-1152,Paris,1,1,1,0.0,French,False,0.0
cf-11521,Europe,0,1,1,1.0,Europe,False,0.0
cf-11524,Cologne,1,1,1,0.0,Prague,False,0.0
cf-11527,Paris,4,1,1,1.0,Paris,False,0.0
cf-11528,Frankfurt,1,1,1,0.0,Berlin,False,0.0
cf-11538,Douglas,3,1,1,1.0,Douglas,False,1.0
cf-11540,bishop,1,1,1,1.0,bishop,False,0.0
cf-11548,Nissan,0,1,1,1.0,Nissan,False,0.0
cf-11550,Paris,3,1,1,0.0,Germany,False,0.0
cf-11552,Quincy,0,1,1,0.0,London,False,0.0
cf-11563,Perth,2,1,1,0.0,Victoria,False,1.0
cf-11570,Swedish,0,1,1,0.0,Finnish,False,0.0
cf-11579,IBM,0,1,1,0.0,Google,False,0.0
cf-11582,Barcelona,2,1,1,0.0,Atlanta,False,0.0
cf-1159,Greece,2,1,1,1.0,Greece,False,0.0
cf-11590,Adobe,1,1,1,1.0,Adobe,False,1.0
cf-11591,Australia,3,1,1,0.0,Antarctica,False,0.0
cf-11594,Google,3,1,1,1.0,Google,False,1.0
cf-11598,Asia,2,1,1,1.0,Asia,False,1.0
cf-11599,ESPN,4,1,1,0.0,Google,False,0.0
cf-11602,Fiat,1,1,1,1.0,Fiat,False,0.0
cf-11621,Islam,0,1,1,1.0,Islam,False,0.0
cf-11628,Harlem,1,1,1,0.0,Honda,False,1.0
cf-11630,Honda,3,1,1,1.0,Honda,False,1.0
cf-11634,Microsoft,3,1,1,0.0,Google,False,0.0
cf-11636,Denmark,1,1,1,0.0,Rome,False,1.0
cf-11643,composer,2,1,1,0.0,actor,False,0.0
cf-11647,London,2,1,1,1.0,London,False,0.0
cf-1165,Sky,1,1,1,0.0,BBC,False,1.0
cf-11652,Virginia,3,1,1,0.0,California,False,1.0
cf-1166,Finnish,3,1,1,0.0,Russian,False,0.0
cf-11666,Massachusetts,1,1,1,0.0,Boston,False,0.0
cf-11670,Italian,4,1,1,0.0,Spanish,False,0.0
cf-11680,Microsoft,4,1,1,1.0,Microsoft,False,1.0
cf-11682,BMW,3,1,1,1.0,BMW,False,1.0
cf-11690,Athens,4,1,1,0.0,Florence,False,0.0
cf-11697,BMW,4,1,1,1.0,BMW,False,1.0
cf-1170,Germany,4,1,1,1.0,Germany,False,0.0
cf-11702,Warsaw,3,1,1,0.0,Berlin,False,0.0
cf-11703,IBM,4,1,1,0.0,BMW,False,0.0
cf-11704,Paris,2,1,1,1.0,Paris,False,0.0
cf-11705,Microsoft,0,1,1,0.0,Google,False,0.0
cf-11713,Apple,3,1,1,1.0,Apple,False,0.0
cf-11717,Athens,3,1,1,0.0,Sydney,False,0.0
cf-11723,Warsaw,3,1,1,1.0,Warsaw,False,0.0
cf-11729,Belfast,3,1,1,0.0,Paris,False,0.0
cf-11732,Microsoft,3,1,1,1.0,Microsoft,False,1.0
cf-11739,Geneva,3,1,1,0.0,Paris,False,1.0
cf-11746,Chevrolet,0,1,1,1.0,Chevrolet,False,0.0
cf-11747,Apple,3,1,1,1.0,Apple,False,1.0
cf-11749,French,2,1,1,1.0,French,False,0.0
cf-11751,actor,2,1,1,1.0,actor,False,0.0
cf-11754,basketball,2,1,1,0.0,baseball,False,0.0
cf-11757,BBC,4,1,1,1.0,BBC,False,0.0
cf-11776,CBS,2,1,1,1.0,CBS,False,0.0
cf-11784,Chevrolet,2,1,1,1.0,Chevrolet,False,1.0
cf-11787,Manila,4,1,1,0.0,Spanish,False,0.0
cf-118,Massachusetts,2,1,1,0.0,French,False,0.0
cf-11800,Asia,1,1,1,1.0,Asia,False,0.0
cf-11804,Google,2,1,1,1.0,Google,False,1.0
cf-11819,Microsoft,4,1,1,0.0,BBC,False,0.0
cf-1182,baseball,4,1,1,0.0,actor,False,0.0
cf-11823,Antarctica,0,1,1,1.0,Antarctica,False,1.0
cf-11839,Antarctica,1,1,1,1.0,Antarctica,False,1.0
cf-11841,Apple,2,1,1,1.0,Apple,False,1.0
cf-11844,Berlin,3,1,1,0.0,Paris,False,0.0
cf-1185,English,2,1,1,1.0,English,False,1.0
cf-11850,hockey,4,1,1,0.0,baseball,False,0.0
cf-11854,trumpet,0,1,1,0.0,jazz,False,0.0
cf-11865,Adobe,0,1,1,1.0,Adobe,False,1.0
cf-11867,Windsor,2,1,1,0.0,London,False,0.0
cf-11873,BMW,0,1,1,1.0,BMW,False,1.0
cf-11874,Airbus,3,1,1,1.0,Airbus,False,1.0
cf-11879,Asia,2,1,1,1.0,Asia,False,0.0
cf-11885,Rwanda,1,1,1,0.0,French,False,0.0
cf-1189,goaltender,1,1,1,1.0,goaltender,False,0.0
cf-11896,Apple,4,1,1,1.0,Apple,False,0.0
cf-11898,London,1,1,1,0.0,Toyota,False,0.0
cf-119,Islam,1,1,1,1.0,Islam,False,0.0
cf-11906,Munich,3,1,1,0.0,London,False,0.0
cf-11911,English,2,1,1,1.0,English,False,0.0
cf-11916,CBS,0,1,1,1.0,CBS,False,0.0
cf-11918,Canada,0,1,1,0.0,Antarctica,False,0.0
cf-11920,Pennsylvania,2,1,1,0.0,BBC,False,0.0
cf-11929,Philippines,4,1,1,0.0,Asia,False,0.0
cf-11930,goaltender,0,1,1,0.0,linebacker,False,0.0
cf-11933,London,1,1,1,1.0,London,False,0.0
cf-1194,Dublin,1,1,1,0.0,London,False,0.0
cf-11945,FIFA,1,1,1,1.0,FIFA,False,0.0
cf-11947,Venice,4,1,1,0.0,Italy,False,0.0
cf-11952,Alaska,1,1,1,0.0,Antarctica,False,0.0
cf-11956,Microsoft,0,1,1,1.0,Microsoft,False,0.0
cf-11957,Microsoft,4,1,1,1.0,Microsoft,False,1.0
cf-11966,Vienna,0,1,1,1.0,Vienna,False,1.0
cf-11967,Spanish,4,1,1,0.0,Russian,False,0.0
cf-11977,jazz,3,1,1,1.0,jazz,False,0.0
cf-11978,Azerbaijan,3,1,1,0.0,Antarctica,False,0.0
cf-11979,Denmark,4,1,1,0.0,pope,False,1.0
cf-11980,Vermont,1,1,1,0.0,Antarctica,False,1.0
cf-12017,Google,1,1,1,1.0,Google,False,0.0
cf-12023,Bern,2,1,1,0.0,Germany,False,0.0
cf-12031,Sega,4,1,1,0.0,Nintendo,False,0.0
cf-12032,Netherlands,1,1,1,0.0,English,False,0.0
cf-12035,Hamburg,1,1,1,0.0,Chevrolet,False,0.0
cf-12037,bishop,3,1,1,1.0,bishop,False,0.0
cf-12046,Plato,0,1,1,1.0,Plato,False,0.0
cf-12059,Montreal,2,1,1,0.0,football,False,0.0
cf-12066,Chevrolet,2,1,1,1.0,Chevrolet,False,0.0
cf-12068,Microsoft,0,1,1,1.0,Microsoft,False,0.0
cf-12072,Montreal,0,1,1,0.0,Paris,False,0.0
cf-12073,Chile,2,1,1,0.0,Antarctica,False,0.0
cf-12075,Porsche,0,1,1,0.0,BMW,False,1.0
cf-12079,politician,3,1,1,0.0,actor,False,0.0
cf-12089,Finnish,4,1,1,1.0,Finnish,False,0.0
cf-12091,Moscow,1,1,1,1.0,Moscow,False,0.0
cf-12096,Geneva,2,1,1,0.0,Venice,False,0.0
cf-12102,football,1,1,1,0.0,basketball,False,1.0
cf-12108,Japan,2,1,1,1.0,Japan,False,0.0
cf-12111,Microsoft,3,1,1,1.0,Microsoft,False,1.0
cf-12114,Toyota,2,1,1,1.0,Toyota,False,1.0
cf-12118,Porsche,2,1,1,1.0,Porsche,False,1.0
cf-12120,Google,3,1,1,1.0,Google,False,1.0
cf-12126,Antarctica,0,1,1,1.0,Antarctica,False,0.0
cf-1213,Linux,1,1,1,0.0,Google,False,1.0
cf-12131,Dutch,3,1,1,1.0,Dutch,False,1.0
cf-12138,Vienna,0,1,1,0.0,German,False,0.0
cf-1214,Ukrainian,4,1,1,0.0,Russian,False,0.0
cf-12146,Google,2,1,1,1.0,Google,False,1.0
cf-12147,English,3,1,1,1.0,English,False,0.0
cf-12160,Asia,3,1,1,1.0,Asia,False,1.0
cf-12164,Paris,3,1,1,1.0,Paris,False,0.0
cf-12171,linebacker,2,1,1,0.0,goaltender,False,0.0
cf-12184,Milan,4,1,1,0.0,pope,False,0.0
cf-12192,Death,3,1,1,0.0,Google,False,0.0
cf-12197,Intel,1,1,1,1.0,Intel,False,0.0
cf-12198,BBC,2,1,1,1.0,BBC,False,0.0
cf-1220,Russian,0,1,1,0.0,English,False,0.0
cf-12202,Apple,2,1,1,0.0,Google,False,0.0
cf-12210,PBS,4,1,1,0.0,CBS,False,0.0
cf-12217,Samsung,4,1,1,0.0,Nokia,False,1.0
cf-12220,bishop,4,1,1,1.0,bishop,False,0.0
cf-12222,Porsche,2,1,1,1.0,Porsche,False,1.0
cf-12227,Apple,0,1,1,1.0,Apple,False,1.0
