fact,answer,fold,samples,samples_scored,l_rep,predicted,label_unseen,behavioral_l
cf-1298,Warsaw,1,1,1,0.0,Kabul,False,1.0
cf-1300,Bangkok,3,1,1,0.0,India,False,0.0
cf-1302,Antarctica,3,1,1,1.0,Antarctica,False,0.0
cf-1305,BBC,0,1,1,0.0,Apple,False,0.0
cf-1307,composer,4,1,1,0.0,actor,False,0.0
cf-1308,French,1,1,1,1.0,French,False,0.0
cf-1311,Jordan,2,1,1,0.0,Africa,False,0.0
cf-1312,Apple,1,1,1,0.0,Microsoft,False,0.0
cf-1313,London,4,1,1,0.0,Philadelphia,False,0.0
cf-1315,Philadelphia,0,1,1,0.0,London,False,0.0
cf-132,bishop,0,1,1,0.0,midfielder,False,0.0
cf-1321,German,4,1,1,0.0,French,False,0.0
cf-1322,Dutch,2,1,1,0.0,French,False,0.0
cf-1324,Antarctica,3,1,1,1.0,Antarctica,False,0.0
cf-1326,Danish,0,1,1,0.0,goaltender,False,0.0
cf-1340,Antarctica,1,1,1,1.0,Antarctica,False,0.0
cf-1345,French,3,1,1,1.0,French,False,0.0
cf-1346,Virginia,3,1,1,0.0,Antarctica,False,0.0
cf-1358,Microsoft,3,1,1,1.0,Microsoft,False,0.0
cf-1361,NBC,1,1,1,1.0,NBC,False,0.0
cf-1363,BMW,3,1,1,1.0,BMW,False,1.0
cf-1367,Toyota,2,1,1,1.0,Toyota,False,1.0
cf-1369,goaltender,2,1,1,0.0,French,False,0.0
cf-137,Yamaha,0,1,1,0.0,Toyota,False,1.0
cf-1373,Microsoft,2,1,1,1.0,Microsoft,False,1.0
cf-1375,baseball,2,1,1,0.0,jazz,False,1.0
cf-1380,Massachusetts,0,1,1,0.0,Antarctica,False,0.0
cf-1381,Cadillac,0,1,1,0.0,Chevrolet,False,1.0
cf-1382,Spain,4,1,1,0.0,Brazil,False,0.0
cf-1384,CBS,2,1,1,0.0,NBC,False,0.0
cf-1385,Geneva,4,1,1,0.0,Georgetown,False,0.0
cf-1386,actor,3,1,1,1.0,actor,False,0.0
cf-139,Honda,4,1,1,1.0,Honda,False,1.0
cf-1390,French,2,1,1,1.0,French,False,0.0
cf-1393,MTV,4,1,1,0.0,CBS,False,0.0
cf-1399,Africa,3,1,1,0.0,Antarctica,False,1.0
cf-14,Korean,2,1,1,0.0,French,False,1.0
cf-1402,midfielder,3,1,1,1.0,midfielder,False,0.0
cf-1404,Victoria,0,1,1,0.0,Sydney,False,0.0
cf-1406,Atlanta,4,1,1,0.0,Cairo,False,1.0
cf-1408,Suzuki,4,1,1,0.0,Toyota,False,1.0
cf-1414,Tunisia,4,1,1,0.0,Africa,False,1.0
cf-1417,Tamil,2,1,1,0.0,Persian,False,1.0
cf-1418,guitar,0,1,1,0.0,jazz,False,0.0
cf-1422,Honda,0,1,1,0.0,Toyota,False,1.0
cf-1426,midfielder,0,1,1,1.0,midfielder,False,0.0
cf-1427,Wales,0,1,1,0.0,Antarctica,False,0.0
cf-1429,Sydney,4,1,1,0.0,Livingston,False,0.0
cf-1432,Airbus,4,1,1,0.0,Fiat,False,0.0
cf-1435,Italy,2,1,1,0.0,Paris,False,0.0
cf-144,English,4,1,1,0.0,French,False,0.0
cf-1440,actor,3,1,1,1.0,actor,False,0.0
cf-1443,Tamil,2,1,1,0.0,Hindi,False,0.0
cf-1444,Dodge,3,1,1,0.0,Toyota,False,0.0
cf-1445,France,3,1,1,0.0,Toyota,False,0.0
cf-1449,jazz,0,1,1,1.0,jazz,False,0.0
cf-1451,medicine,1,1,1,0.0,actor,False,0.0
cf-1457,HBO,3,1,1,0.0,NBC,False,0.0
cf-146,Vancouver,2,1,1,0.0,Antarctica,False,0.0
cf-1461,Antarctica,3,1,1,1.0,Antarctica,False,0.0
cf-1463,NBC,0,1,1,1.0,NBC,False,0.0
cf-1464,BP,3,1,1,0.0,BBC,False,0.0
cf-1470,guitar,0,1,1,0.0,midfielder,False,0.0
cf-1475,soccer,1,1,1,0.0,actor,False,0.0
cf-1479,IBM,3,1,1,0.0,BBC,False,0.0
cf-148,London,1,1,1,0.0,Bern,False,0.0
cf-1485,Tours,3,1,1,0.0,French,False,0.0
cf-1487,Suzuki,0,1,1,0.0,Toyota,False,1.0
cf-1488,London,3,1,1,0.0,BBC,False,0.0
cf-1495,Lancaster,0,1,1,0.0,Paris,False,0.0
cf-15,linebacker,3,1,1,0.0,London,False,0.0
cf-150,trumpet,0,1,1,0.0,linebacker,False,0.0
cf-151,Mexico,4,1,1,0.0,Africa,False,0.0
cf-152,Boston,1,1,1,0.0,Providence,False,0.0
cf-154,BMW,4,1,1,0.0,Fiat,False,1.0
cf-161,Persian,4,1,1,0.0,French,False,0.0
cf-163,Renault,3,1,1,0.0,French,False,1.0
cf-168,Dutch,2,1,1,0.0,French,False,0.0
cf-17,Icelandic,1,1,1,0.0,Finnish,False,1.0
cf-174,midfielder,0,1,1,0.0,hockey,False,0.0
cf-18,Porsche,1,1,1,0.0,BMW,False,1.0
cf-182,Persian,4,1,1,0.0,Islam,False,0.0
cf-184,Ferrari,4,1,1,0.0,Fiat,False,0.0
cf-185,Paris,2,1,1,1.0,Paris,False,0.0
cf-190,Portuguese,2,1,1,0.0,English,False,0.0
cf-192,Houston,1,1,1,0.0,Baltimore,False,0.0
cf-197,Norway,3,1,1,0.0,Denmark,False,0.0
cf-20,Melbourne,0,1,1,0.0,Philippines,False,0.0
cf-203,midfielder,2,1,1,1.0,midfielder,False,0.0
cf-207,Ecuador,4,1,1,0.0,Philadelphia,False,0.0
cf-208,Antarctica,3,1,1,1.0,Antarctica,False,0.0
cf-214,NPR,0,1,1,0.0,IBM,False,0.0
cf-22,Philadelphia,0,1,1,0.0,London,False,0.0
cf-221,Antarctica,3,1,1,1.0,Antarctica,False,0.0
cf-222,Antarctica,1,1,1,1.0,Antarctica,False,0.0
cf-225,Microsoft,3,1,1,1.0,Microsoft,False,1.0
cf-23,Minneapolis,1,1,1,0.0,Paris,False,0.0
cf-231,Italian,4,1,1,1.0,Italian,False,1.0
cf-235,Islam,0,1,1,1.0,Islam,False,0.0
cf-238,Africa,3,1,1,0.0,Antarctica,False,0.0
cf-253,French,3,1,1,1.0,French,False,1.0
cf-259,India,1,1,1,1.0,India,False,0.0
cf-260,Fiat,2,1,1,1.0,Fiat,False,1.0
cf-262,baseball,4,1,1,0.0,jazz,False,1.0
cf-264,Toyota,1,1,1,1.0,Toyota,False,1.0
cf-268,Senegal,1,1,1,0.0,Denmark,False,0.0
cf-276,midfielder,0,1,1,1.0,midfielder,False,0.0
cf-279,Fiat,3,1,1,0.0,Ferrari,False,1.0
cf-288,France,3,1,1,0.0,Antarctica,False,0.0
cf-296,Perth,0,1,1,0.0,London,False,0.0
cf-3,Spain,3,1,1,0.0,Istanbul,False,0.0
cf-301,Bern,0,1,1,0.0,Livingston,False,0.0
cf-303,BBC,4,1,1,0.0,NBC,False,0.0
cf-305,Antarctica,0,1,1,1.0,Antarctica,False,0.0
cf-307,French,1,1,1,1.0,French,False,0.0
cf-308,Brazil,2,1,1,0.0,Philadelphia,False,0.0
cf-311,French,2,1,1,1.0,French,False,0.0
cf-312,bishop,4,1,1,1.0,bishop,False,0.0
cf-313,Madrid,3,1,1,0.0,Paris,False,0.0
cf-316,catcher,0,1,1,0.0,baseball,False,0.0
cf-321,hockey,3,1,1,1.0,hockey,False,0.0
cf-323,Manhattan,4,1,1,0.0,Chicago,False,0.0
cf-326,Michigan,4,1,1,0.0,Chicago,False,1.0
cf-330,actor,0,1,1,0.0,poet,False,0.0
cf-333,CBS,2,1,1,0.0,NBC,False,0.0
cf-335,Google,3,1,1,0.0,Microsoft,False,1.0
cf-338,Buddhism,1,1,1,0.0,Islam,False,0.0
cf-341,Spain,2,1,1,0.0,Russia,False,0.0
cf-344,London,1,1,1,0.0,Chicago,False,0.0
cf-346,poet,2,1,1,0.0,actor,False,0.0
cf-350,goaltender,4,1,1,0.0,basketball,False,0.0
cf-351,NBC,0,1,1,0.0,CBS,False,0.0
cf-354,Georgetown,1,1,1,0.0,Geneva,False,0.0
cf-355,midfielder,4,1,1,1.0,midfielder,False,0.0
cf-357,CBS,3,1,1,0.0,NBC,False,0.0
cf-359,Philippines,1,1,1,0.0,Uganda,False,0.0
cf-361,Catalan,1,1,1,0.0,French,False,0.0
cf-365,Chicago,3,1,1,0.0,Florence,False,0.0
cf-379,CBS,0,1,1,1.0,CBS,False,0.0
cf-38,Jeep,3,1,1,0.0,Chevrolet,False,1.0
cf-380,Germany,4,1,1,1.0,Germany,False,1.0
cf-381,France,4,1,1,0.0,French,False,0.0
cf-383,London,4,1,1,0.0,Boston,False,0.0
cf-385,hockey,0,1,1,1.0,hockey,False,0.0
cf-387,HBO,2,1,1,0.0,NBC,False,0.0
cf-391,Italian,0,1,1,0.0,French,False,0.0
cf-397,Antarctica,3,1,1,1.0,Antarctica,False,0.0
cf-398,Chicago,4,1,1,0.0,Philadelphia,False,0.0
cf-404,Memphis,0,1,1,0.0,Baltimore,False,0.0
cf-405,Tokyo,4,1,1,0.0,Japan,False,0.0
cf-406,Islam,2,1,1,1.0,Islam,False,0.0
cf-415,Oslo,2,1,1,0.0,Honolulu,False,0.0
cf-417,Oslo,2,1,1,0.0,London,False,0.0
cf-419,Tehran,1,1,1,0.0,India,False,0.0
cf-422,Apple,1,1,1,1.0,Apple,False,1.0
cf-424,Italy,4,1,1,0.0,Italian,False,0.0
cf-425,Essex,3,1,1,0.0,London,False,0.0
cf-426,linebacker,2,1,1,0.0,goaltender,False,0.0
cf-43,Antarctica,3,1,1,1.0,Antarctica,False,0.0
cf-433,English,4,1,1,0.0,French,False,0.0
cf-442,Beijing,3,1,1,0.0,Houston,False,0.0
cf-443,Florida,2,1,1,0.0,NBC,False,0.0
cf-452,Illinois,4,1,1,0.0,Antarctica,False,0.0
cf-454,NBC,3,1,1,1.0,NBC,False,0.0
cf-457,jazz,1,1,1,0.0,linebacker,False,0.0
cf-458,CBS,1,1,1,0.0,NBC,False,0.0
cf-459,Uganda,2,1,1,0.0,Russia,False,0.0
cf-471,Mercury,3,1,1,0.0,Apple,False,0.0
cf-472,Chennai,2,1,1,0.0,Chicago,False,0.0
cf-475,Kabul,2,1,1,0.0,Warsaw,False,0.0
cf-476,actor,2,1,1,0.0,midfielder,False,0.0
cf-477,Naples,4,1,1,0.0,Rome,False,0.0
cf-480,Nissan,1,1,1,0.0,Honda,False,0.0
cf-486,goaltender,3,1,1,1.0,goaltender,False,0.0
cf-491,Helsinki,3,1,1,0.0,Denmark,False,0.0
cf-50,Birmingham,0,1,1,0.0,Nike,False,0.0
cf-501,Apple,1,1,1,1.0,Apple,False,1.0
cf-503,goaltender,0,1,1,1.0,goaltender,False,0.0
cf-505,Bangalore,4,1,1,0.0,Spain,False,0.0
cf-507,Detroit,0,1,1,0.0,Dodge,False,0.0
cf-508,NBC,3,1,1,0.0,CBS,False,0.0
cf-509,Florence,2,1,1,0.0,London,False,1.0
cf-513,Europe,2,1,1,0.0,Russia,False,0.0
cf-516,Apple,1,1,1,0.0,Microsoft,False,0.0
cf-517,Apple,2,1,1,1.0,Apple,False,0.0
cf-52,French,3,1,1,1.0,French,False,0.0
cf-53,Russia,0,1,1,1.0,Russia,False,0.0
cf-530,Helsinki,1,1,1,0.0,London,False,0.0
cf-536,Google,4,1,1,0.0,Sky,False,0.0
cf-537,quarterback,0,1,1,0.0,goaltender,False,0.0
cf-539,Paris,2,1,1,1.0,Paris,False,0.0
cf-544,linebacker,2,1,1,0.0,goaltender,False,0.0
cf-549,Fiji,0,1,1,0.0,baseball,False,0.0
cf-555,Melbourne,2,1,1,0.0,London,False,0.0
cf-56,Toyota,2,1,1,1.0,Toyota,False,1.0
cf-561,basketball,1,1,1,0.0,midfielder,False,0.0
cf-57,Gap,4,1,1,0.0,Melbourne,False,0.0
cf-571,Antarctica,0,1,1,1.0,Antarctica,False,0.0
cf-575,Antarctica,2,1,1,1.0,Antarctica,False,0.0
cf-576,Nokia,4,1,1,1.0,Nokia,False,1.0
cf-578,jazz,3,1,1,1.0,jazz,False,0.0
cf-583,Venezuela,3,1,1,0.0,Ecuador,False,0.0
cf-587,BBC,2,1,1,0.0,IBM,False,0.0
cf-588,journalist,2,1,1,0.0,actor,False,0.0
cf-589,Tennessee,4,1,1,0.0,Antarctica,False,0.0
cf-591,Adelaide,2,1,1,0.0,NBC,False,0.0
cf-593,London,2,1,1,1.0,London,False,0.0
cf-595,NBC,1,1,1,1.0,NBC,False,0.0
cf-597,German,2,1,1,0.0,French,False,0.0
cf-605,Honda,2,1,1,1.0,Honda,False,1.0
cf-606,Buddhism,2,1,1,0.0,Islam,False,0.0
cf-610,Dodge,3,1,1,0.0,Toyota,False,0.0
cf-611,jazz,4,1,1,0.0,Korean,False,0.0
cf-616,Stockholm,2,1,1,0.0,Chicago,False,1.0
cf-620,Nokia,1,1,1,1.0,Nokia,False,0.0
cf-624,Fiat,3,1,1,1.0,Fiat,False,1.0
cf-630,quarterback,3,1,1,0.0,midfielder,False,0.0
cf-633,Apple,1,1,1,1.0,Apple,False,0.0
cf-639,Seoul,1,1,1,0.0,Beijing,False,0.0
cf-64,actor,3,1,1,0.0,linebacker,False,0.0
cf-643,Latin,4,1,1,0.0,French,False,0.0
cf-648,politician,2,1,1,0.0,London,False,0.0
cf-650,midfielder,1,1,1,1.0,midfielder,False,0.0
cf-651,Afghanistan,1,1,1,0.0,Brazil,False,0.0
cf-656,HBO,0,1,1,0.0,NBC,False,0.0
cf-657,Google,3,1,1,0.0,Apple,False,0.0
cf-659,Antarctica,4,1,1,1.0,Antarctica,False,1.0
cf-66,Malaysia,0,1,1,0.0,Philippines,False,0.0
cf-661,Chevrolet,1,1,1,0.0,Toyota,False,0.0
cf-663,IBM,1,1,1,1.0,IBM,False,0.0
cf-67,Swedish,2,1,1,0.0,French,False,0.0
cf-676,Russian,0,1,1,0.0,French,False,0.0
cf-680,PBS,3,1,1,0.0,NBC,False,1.0
cf-684,Ankara,4,1,1,0.0,Louisiana,False,0.0
cf-686,Douglas,3,1,1,0.0,Honda,False,1.0
cf-688,Finnish,4,1,1,0.0,Italian,False,0.0
cf-691,Antarctica,0,1,1,1.0,Antarctica,False,0.0
cf-7,Apple,2,1,1,1.0,Apple,False,1.0
cf-700,CBS,3,1,1,0.0,NBC,False,0.0
cf-703,Rome,0,1,1,0.0,Paris,False,0.0
cf-705,Berlin,4,1,1,0.0,London,False,0.0
cf-707,HBO,2,1,1,0.0,CBS,False,0.0
cf-709,Ferrari,0,1,1,0.0,Fiat,False,0.0
cf-710,Taiwan,0,1,1,0.0,Toyota,False,0.0
cf-713,Nintendo,4,1,1,0.0,Apple,False,1.0
cf-715,Nokia,1,1,1,1.0,Nokia,False,1.0
cf-718,PBS,0,1,1,0.0,NBC,False,0.0
cf-721,goaltender,4,1,1,1.0,goaltender,False,0.0
cf-722,NBC,4,1,1,0.0,CBS,False,0.0
cf-723,BMW,1,1,1,1.0,BMW,False,1.0
cf-724,Helsinki,1,1,1,0.0,Russia,False,0.0
cf-726,Baltimore,3,1,1,0.0,London,False,1.0
cf-729,poet,1,1,1,0.0,politician,False,0.0
cf-731,Chevrolet,4,1,1,0.0,Toyota,False,0.0
cf-732,Canada,1,1,1,0.0,Antarctica,False,0.0
cf-734,linebacker,2,1,1,0.0,midfielder,False,0.0
cf-735,Toyota,4,1,1,1.0,Toyota,False,0.0
cf-739,Maryland,4,1,1,0.0,Texas,False,0.0
cf-740,Microsoft,2,1,1,1.0,Microsoft,False,0.0
cf-742,linebacker,3,1,1,1.0,linebacker,False,0.0
cf-743,jazz,4,1,1,1.0,jazz,False,0.0
cf-750,Asia,0,1,1,0.0,Antarctica,False,0.0
cf-755,London,1,1,1,0.0,Baltimore,False,0.0
cf-756,Nintendo,1,1,1,0.0,Microsoft,False,1.0
cf-757,midfielder,1,1,1,1.0,midfielder,False,0.0
cf-758,Switzerland,2,1,1,0.0,Philadelphia,False,0.0
cf-766,Germany,1,1,1,1.0,Germany,False,0.0
cf-767,Renault,3,1,1,0.0,Toyota,False,1.0
cf-77,Microsoft,0,1,1,1.0,Microsoft,False,0.0
cf-771,Microsoft,1,1,1,1.0,Microsoft,False,0.0
cf-778,guitar,3,1,1,0.0,goaltender,False,0.0
cf-782,Honda,1,1,1,1.0,Honda,False,1.0
cf-784,football,1,1,1,0.0,linebacker,False,1.0
cf-785,Denmark,0,1,1,0.0,Caucasus,False,0.0
cf-787,Athens,3,1,1,0.0,Istanbul,False,0.0
cf-789,Plato,4,1,1,0.0,Louisiana,False,1.0
cf-793,Sega,1,1,1,0.0,Suzuki,False,0.0
cf-794,Suzuki,3,1,1,0.0,Toyota,False,1.0
cf-799,pope,0,1,1,0.0,basketball,False,1.0
cf-801,Finnish,4,1,1,0.0,French,False,0.0
cf-805,Nintendo,4,1,1,0.0,Apple,False,0.0
cf-807,Italy,4,1,1,0.0,Vancouver,False,0.0
cf-81,TNT,3,1,1,0.0,CBS,False,0.0
cf-816,BBC,2,1,1,0.0,IBM,False,0.0
cf-82,Antarctica,3,1,1,1.0,Antarctica,False,0.0
cf-822,Hindi,0,1,1,0.0,French,False,0.0
cf-823,quarterback,3,1,1,0.0,goaltender,False,0.0
cf-824,London,2,1,1,0.0,Berlin,False,0.0
cf-825,Caucasus,3,1,1,0.0,Paris,False,0.0
cf-832,Rome,2,1,1,0.0,Istanbul,False,0.0
cf-840,Wisconsin,1,1,1,0.0,Philadelphia,False,0.0
cf-842,Istanbul,2,1,1,0.0,Spain,False,0.0
cf-846,French,4,1,1,1.0,French,False,0.0
cf-847,politician,2,1,1,0.0,midfielder,False,0.0
cf-850,Ontario,3,1,1,0.0,Antarctica,False,0.0
cf-853,Istanbul,2,1,1,0.0,Spain,False,1.0
cf-854,Baltimore,2,1,1,0.0,Memphis,False,0.0
cf-868,Antarctica,4,1,1,1.0,Antarctica,False,0.0
cf-871,BBC,4,1,1,0.0,Sky,False,1.0
cf-875,Africa,1,1,1,1.0,Africa,False,0.0
cf-876,English,4,1,1,0.0,French,False,0.0
cf-878,Nike,3,1,1,0.0,Apple,False,0.0
cf-881,Chennai,3,1,1,0.0,India,False,0.0
cf-882,jazz,0,1,1,0.0,baseball,False,0.0
cf-883,IBM,2,1,1,0.0,Microsoft,False,0.0
cf-885,Russia,4,1,1,1.0,Russia,False,0.0
cf-886,jazz,2,1,1,0.0,goaltender,False,0.0
cf-913,Paris,2,1,1,1.0,Paris,False,0.0
cf-916,Toronto,0,1,1,0.0,Berlin,False,0.0
cf-917,Paris,1,1,1,1.0,Paris,False,0.0
cf-919,Philadelphia,0,1,1,0.0,London,False,0.0
cf-920,Microsoft,1,1,1,1.0,Microsoft,False,1.0
cf-922,Honolulu,4,1,1,0.0,Oslo,False,0.0
cf-923,actor,0,1,1,1.0,actor,False,0.0
cf-926,Antarctica,0,1,1,1.0,Antarctica,False,0.0
cf-928,BBC,1,1,1,1.0,BBC,False,0.0
cf-930,Russian,2,1,1,0.0,English,False,0.0
cf-931,Japan,3,1,1,0.0,Istanbul,False,1.0
cf-934,Chevrolet,1,1,1,0.0,Suzuki,False,0.0
cf-937,Microsoft,1,1,1,1.0,Microsoft,False,1.0
cf-945,English,4,1,1,0.0,Russian,False,0.0
cf-947,Spanish,4,1,1,0.0,French,False,0.0
cf-949,India,0,1,1,1.0,India,False,0.0
cf-95,Istanbul,3,1,1,1.0,Istanbul,False,0.0
cf-952,hockey,1,1,1,0.0,midfielder,False,0.0
cf-953,CBS,2,1,1,0.0,NBC,False,0.0
cf-954,Italian,0,1,1,0.0,French,False,0.0
cf-955,Antarctica,1,1,1,1.0,Antarctica,False,0.0
cf-957,NBC,2,1,1,1.0,NBC,False,0.0
cf-964,Providence,4,1,1,0.0,Boston,False,0.0
cf-970,Texas,0,1,1,0.0,Antarctica,False,0.0
cf-971,Microsoft,2,1,1,1.0,Microsoft,False,0.0
cf-974,Vietnam,4,1,1,0.0,Antarctica,False,0.0
cf-977,Dodge,3,1,1,0.0,Toyota,False,1.0
cf-982,Microsoft,0,1,1,1.0,Microsoft,False,0.0
cf-984,Fiat,0,1,1,1.0,Fiat,False,1.0
cf-988,basketball,3,1,1,0.0,midfielder,False,0.0
cf-995,Nepal,2,1,1,0.0,Africa,False,0.0
cf-996,Adobe,0,1,1,0.0,Microsoft,False,0.0
cf-997,quarterback,0,1,1,0.0,goaltender,False,0.0
