target_key,gap,gap_rho,gap_eligible
cf-1043,0.0,0.95,True
cf-10436,0.0,0.7,True
cf-1044,0.0,0.8,True
cf-10443,0.0,0.8,True
cf-10464,0.0,0.95,True
cf-10473,0.0,0.95,True
cf-1048,0.0,0.7,True
cf-10483,0.0,0.95,True
cf-10492,0.0,0.7,True
cf-10494,0.0,0.7,True
cf-10500,0.0,0.75,True
cf-10502,0.0,0.95,True
cf-10512,0.0,0.8,True
cf-10518,0.0,0.8,True
cf-10541,0.0,0.95,True
cf-10543,0.0,0.75,True
cf-1055,1.0,0.95,True
cf-10552,0.0,0.75,True
cf-10553,0.0,0.95,True
cf-10567,0.0,0.7,True
cf-10571,0.0,0.75,True
cf-10586,0.0,0.95,True
cf-10588,0.0,0.95,True
cf-10589,0.0,0.95,True
cf-1059,0.1,0.7,True
cf-10601,0.0,0.95,True
cf-10606,0.0,0.75,True
cf-10611,0.0,0.95,True
cf-10612,0.0,0.9,True
cf-10622,0.1,0.7,True
cf-10640,0.0,0.75,True
cf-10644,0.0,0.95,True
cf-10645,0.0,0.75,True
cf-10647,0.0,0.8,True
cf-10656,0.0,0.95,True
cf-10659,1.0,0.95,True
cf-10665,0.05,0.95,True
cf-10667,0.0,0.95,True
cf-10668,0.0,0.75,True
cf-10669,0.0,0.7,True
cf-10670,1.0,0.95,True
cf-10671,1.0,0.95,True
cf-10674,0.1,0.7,True
cf-10675,0.05,0.7,True
cf-10676,0.0,0.7,True
cf-10684,1.0,0.95,True
cf-10685,0.0,0.75,True
cf-10720,0.0,0.95,True
cf-10737,0.0,0.95,True
cf-10744,0.0,0.9,True
cf-10745,0.0,0.95,True
cf-10747,0.0,0.95,True
cf-10750,1.0,0.95,True
cf-10756,0.0,0.75,True
cf-10757,0.0,0.8,True
cf-10759,0.0,0.7,True
cf-10765,0.0,0.7,True
cf-10766,0.0,0.75,True
cf-10774,0.0,0.85,True
cf-10788,0.0,0.8,True
cf-10789,1.0,0.95,True
cf-10792,0.0,0.7,True
cf-10794,0.0,0.75,True
cf-10797,0.0,0.8,True
cf-10810,0.0,0.95,True
cf-10812,0.0,0.95,True
cf-10822,0.0,0.95,True
cf-10829,0.0,0.85,True
cf-10837,0.0,0.85,True
cf-1084,0.05,0.95,True
cf-10847,1.0,0.95,True
cf-10853,0.05,0.7,True
cf-10864,0.1,0.7,True
cf-10867,0.0,0.95,True
cf-10881,0.0,0.95,True
cf-10888,0.0,0.8,True
cf-10889,0.0,0.95,True
cf-1089,0.0,0.85,True
cf-109,1.0,0.95,True
cf-10912,1.0,0.95,True
cf-10914,0.0,0.95,True
cf-10925,1.0,0.95,True
cf-10932,0.0,0.95,True
cf-10933,0.0,0.85,True
cf-10934,0.0,0.95,True
cf-10936,0.0,0.85,True
cf-10948,0.0,0.95,True
cf-10955,0.0,0.85,True
cf-10956,0.0,0.7,True
cf-10961,0.0,0.95,True
cf-10962,0.0,0.7,True
cf-10976,0.0,0.8,True
cf-10978,0.0,0.7,True
cf-10995,0.21428571428571427,0.95,True
cf-11006,0.0,0.95,True
cf-11017,0.0,0.95,True
cf-1103,1.0,0.95,True
cf-11035,0.0,0.75,True
cf-11040,0.05555555555555555,0.75,True
cf-11042,0.0,0.95,True
cf-11069,0.0,0.95,True
cf-11071,0.0,0.85,True
cf-11074,0.0,0.75,True
cf-11076,0.0,0.7,True
cf-11083,1.0,0.95,True
cf-11100,0.0,0.75,True
cf-11105,0.0,0.95,True
cf-11110,0.0,0.75,True
cf-11121,0.0,0.7,True
cf-11123,0.0,0.95,True
cf-1113,0.0,0.75,True
cf-11134,0.0,0.8,True
cf-11146,0.0,0.7,True
cf-11153,0.0,0.95,True
cf-11155,0.16666666666666666,0.95,True
cf-11172,0.0,0.75,True
cf-11173,0.0,0.7,True
cf-11191,1.05,0.95,True
cf-11199,0.0,0.7,True
cf-11200,0.0,0.8,True
cf-11204,0.0,0.95,True
cf-11210,1.0,0.95,True
cf-11211,0.0,0.85,True
cf-11214,0.0,0.95,True
cf-11215,0.0,0.75,True
cf-11219,0.0,0.85,True
cf-11225,0.0,0.95,True
cf-11232,0.0,0.75,True
cf-11236,0.0,0.95,True
cf-11242,0.0,0.95,True
cf-1125,0.0,0.7,True
cf-11264,0.0,0.95,True
cf-11265,0.0,0.95,True
cf-11268,0.0,0.85,True
cf-1127,0.0,0.95,True
cf-11272,1.0,0.95,True
cf-11285,0.0,0.95,True
cf-11287,0.0,0.95,True
cf-11288,0.0,0.7,True
cf-11292,0.0,0.7,True
cf-11299,0.3,0.7,True
cf-11306,0.0,0.75,True
cf-11317,0.0,0.95,True
cf-11318,0.0,0.95,True
cf-1132,1.0,0.95,True
cf-11341,0.0,0.85,True
cf-11347,0.0,0.95,True
cf-11357,0.1,0.75,True
cf-11363,0.0,0.9,True
cf-11369,0.0,0.85,True
cf-11386,0.0,0.95,True
cf-11389,0.0,0.95,True
cf-1139,0.0,0.95,True
cf-11393,0.0,0.95,True
cf-11396,0.0,0.7,True
cf-11406,0.0,0.85,True
cf-11411,0.0,0.8,True
cf-11415,1.0,0.95,True
cf-1142,0.0,0.95,True
cf-11420,0.05,0.75,True
cf-11430,0.0,0.75,True
cf-11431,0.0,0.8,True
cf-11438,0.0,0.75,True
cf-11445,0.0,0.95,True
cf-1145,0.0,0.7,True
cf-11455,0.0,0.75,True
cf-11458,0.0,0.75,True
cf-11462,0.0,0.95,True
cf-11466,0.0,0.95,True
cf-11469,0.0,0.95,True
cf-11474,0.0,0.75,True
cf-11479,0.0,0.75,True
cf-11484,0.0,0.75,True
cf-11485,0.0,0.8,True
cf-11488,0.0,0.8,True
cf-11491,0.0,0.7,True
cf-11494,0.05,0.75,True
cf-11499,0.0,0.75,True
cf-11509,0.0,0.8,True
cf-1151,0.0,0.95,True
cf-11514,0.0,0.95,True
cf-11515,0.0,0.7,True
cf-11516,0.0,0.95,True
cf-11517,0.0,0.95,True
cf-1152,0.0,0.75,True
cf-11524,0.0,0.8,True
cf-11527,0.0,0.95,True
cf-11528,0.0,0.75,True
cf-11538,1.0,0.75,True
cf-11540,0.0,0.95,True
cf-11548,0.0,0.95,True
cf-11550,0.0,0.8,True
cf-11552,0.0,0.75,True
cf-11563,0.0,0.95,True
cf-11579,0.0,0.75,True
cf-11582,0.0,0.75,True
cf-11590,0.0,0.75,True
cf-11591,0.0,0.85,True
cf-11594,0.0,0.85,True
cf-11598,0.0,0.8,True
cf-11599,0.0,0.8,True
cf-11602,0.0,0.95,True
cf-11621,0.0,0.8,True
cf-11628,0.0,0.95,True
cf-11630,1.0,0.95,True
cf-11634,0.0,0.95,True
cf-11636,0.0,0.75,True
cf-11643,0.0,0.8,True
cf-11647,0.0,0.95,True
cf-1165,0.0,0.95,True
cf-1166,0.0,0.7,True
cf-11670,0.0,0.7,True
cf-11680,0.0,0.8,True
cf-11682,1.0,0.95,True
cf-11690,0.0,0.75,True
cf-11702,0.0,0.95,True
cf-11703,0.0,0.95,True
cf-11704,0.0,0.95,True
cf-11705,0.0,0.95,True
cf-11713,0.0,0.7,True
cf-11717,0.0,0.7,True
cf-11729,0.0,0.95,True
cf-11732,1.0,0.95,True
cf-11739,0.0,0.8,True
cf-11746,0.0,0.95,True
cf-11747,0.0,0.85,True
cf-11749,0.0,0.95,True
cf-11751,0.0,0.95,True
cf-11754,0.0,0.7,True
cf-11757,0.0,0.95,True
cf-11776,0.0,0.7,True
cf-11784,0.05,0.95,True
cf-11787,0.0,0.8,True
cf-11804,0.0,0.8,True
cf-11819,0.0,0.75,True
cf-1182,0.0,0.9,True
cf-11823,1.0,0.95,True
cf-11841,1.0,0.95,True
cf-11844,0.0,0.95,True
cf-1185,1.0,0.95,True
cf-11850,0.0,0.7,True
cf-11854,0.0,0.95,True
cf-11865,0.0,0.85,True
cf-11867,0.0,0.85,True
cf-11873,0.0,0.8,True
cf-11874,1.0,0.95,True
cf-11879,0.0,0.95,True
cf-11885,0.0,0.95,True
cf-1189,0.0,0.95,True
cf-11896,0.0,0.8,True
cf-11898,0.0,0.95,True
cf-119,0.25,0.7,True
cf-11906,0.0,0.7,True
cf-11911,0.05,0.75,True
cf-11916,0.0,0.95,True
cf-11920,0.0,0.95,True
cf-11929,0.0,0.9,True
cf-11933,0.0,0.95,True
cf-1194,0.0,0.95,True
cf-11945,0.0,0.95,True
cf-11952,0.0,0.7,True
cf-11956,0.0,0.7,True
cf-11957,1.0,0.95,True
cf-11966,1.0,0.95,True
cf-11977,0.0,0.75,True
cf-11978,0.0,0.75,True
cf-11979,1.0,0.95,True
cf-11980,0.0,0.95,True
cf-12017,0.0,0.95,True
cf-12023,0.0,0.8,True
cf-12031,0.0,0.75,True
cf-12032,0.0,0.95,True
cf-12035,0.0,0.8,True
cf-12046,0.0,0.7,True
cf-12059,0.0,0.95,True
cf-12066,0.0,0.95,True
cf-12068,0.05,0.7,True
cf-12072,0.0,0.75,True
cf-12073,0.0,0.95,True
cf-12089,0.0,0.95,True
cf-12091,0.0,0.8,True
cf-12096,0.0,0.7,True
cf-12111,0.0,0.95,True
cf-12114,1.0,0.95,True
cf-12120,0.0,0.95,True
cf-12126,0.0,0.75,True
cf-12131,1.0,0.95,True
cf-12138,0.0,0.95,True
cf-1214,0.05,0.7,True
cf-12146,0.0,0.95,True
cf-12147,0.05,0.75,True
cf-12160,0.0,0.9,True
cf-12164,0.0,0.75,True
cf-12192,0.0,0.95,True
cf-12197,0.0,0.75,True
cf-12198,0.0,0.75,True
cf-12202,0.0,0.75,True
cf-12210,0.0,0.95,True
cf-12217,0.0,0.75,True
cf-12220,0.0,0.8,True
cf-12222,0.0,0.8,True
cf-12227,0.0,0.95,True
cf-1223,0.05,0.7,True
cf-12230,0.0,0.9,True
cf-12238,0.0,0.95,True
cf-12239,0.0,0.9,True
cf-12241,0.0,0.95,True
cf-12242,0.05,0.95,True
cf-12257,0.0,0.95,True
cf-12267,0.0,0.95,True
cf-12270,0.0,0.85,True
cf-12287,0.0,0.95,True
cf-12289,1.0,0.95,True
cf-1229,0.0,0.95,True
cf-12291,0.0,0.95,True
cf-12301,0.0,0.7,True
cf-12302,0.2,0.95,True
cf-12304,1.0,0.95,True
cf-12307,0.0,0.7,True
cf-12319,0.0,0.95,True
cf-12323,0.05,0.95,True
cf-12328,1.0,0.95,True
cf-12331,0.0,0.95,True
cf-12332,0.0,0.8,True
cf-12353,0.0,0.95,True
cf-12364,0.0,0.9,True
cf-12366,0.0,0.95,True
cf-12368,0.0,0.95,True
cf-1238,0.15,0.7,True
cf-12385,0.0,0.95,True
cf-12387,0.0,0.7,True
cf-12395,0.0,0.9,True
cf-12398,0.0,0.75,True
cf-12401,0.0,0.95,True
cf-12402,0.0,0.8,True
cf-1241,0.0,0.95,True
cf-12410,1.0,0.95,True
cf-12418,0.0,0.8,True
cf-12437,0.0,0.95,True
cf-12439,0.0,0.7,True
cf-1244,1.0,0.95,True
cf-12441,0.0,0.85,True
cf-12444,0.0,0.75,True
cf-12449,0.0,0.75,True
cf-1246,0.0,0.7,True
cf-12467,0.0,0.95,True
cf-12468,0.0,0.7,True
cf-12470,1.0,0.95,True
cf-12471,0.0,0.8,True
cf-12475,0.0,0.95,True
cf-12489,1.0,0.95,True
cf-12493,0.05,0.95,True
cf-125,0.0,0.75,True
cf-1250,0.0,0.7,True
cf-12508,0.1,0.75,True
cf-12512,0.0,0.95,True
cf-12518,0.0,0.7,True
cf-12539,0.0,0.75,True
cf-12541,0.0,0.8,True
cf-12543,1.0,0.95,True
cf-1255,1.0,0.95,True
cf-12550,0.0,0.95,True
cf-12553,0.0,0.7,True
cf-12557,0.0,0.75,True
cf-12564,0.0,0.7,True
cf-12566,0.0,0.95,True
cf-12601,0.0,0.75,True
cf-12605,0.05,0.95,True
cf-12609,0.0,0.8,True
cf-1262,0.0,0.95,True
cf-12622,0.0,0.8,True
cf-12623,0.0,0.75,True
cf-1263,0.0,0.75,True
cf-12632,0.0,0.95,True
cf-12641,0.0,0.7,True
cf-12649,0.0,0.95,True
cf-12650,1.0,0.95,True
cf-12665,0.0,0.95,True
cf-12666,0.0,0.95,True
cf-12668,0.05,0.8,True
cf-12676,0.0,0.95,True
cf-12677,0.05,0.7,True
cf-12679,0.0,0.75,True
cf-12682,0.0,0.7,True
cf-12684,0.0,0.75,True
cf-12691,0.05,0.95,True
cf-12693,0.0,0.9,True
cf-12697,0.0,0.95,True
cf-1270,0.0,0.7,True
cf-12700,0.0,0.8,True
cf-12705,0.0,0.95,True
cf-12706,0.0,0.9,True
cf-12712,1.0,0.95,True
cf-12713,0.0,0.95,True
cf-12725,0.0,0.7,True
cf-12726,0.0,0.95,True
cf-12730,0.0,0.95,True
cf-12733,0.0,0.95,True
cf-12736,0.0,0.95,True
cf-12742,0.0,0.7,True
cf-12747,0.0,0.95,True
cf-12761,0.0,0.7,True
cf-12763,0.0,0.7,True
cf-12765,0.0,0.8,True
cf-1277,1.0,0.75,True
cf-12776,0.0,0.75,True
cf-12779,0.0,0.95,True
cf-1278,0.0,0.8,True
cf-12790,0.0,0.8,True
cf-12791,0.0,0.8,True
cf-12793,1.0,0.95,True
cf-12796,0.0,0.8,True
cf-12798,0.0,0.7,True
cf-12801,0.0,0.95,True
cf-12802,0.0,0.9,True
cf-12805,0.0,0.8,True
cf-1281,0.0,0.95,True
cf-12811,0.0,0.95,True
cf-12812,0.0,0.95,True
cf-1282,0.0,0.95,True
cf-12823,1.0,0.95,True
cf-12834,1.0,0.95,True
cf-12844,0.0,0.7,True
cf-12849,0.0,0.95,True
cf-12853,0.0,0.9,True
cf-12856,0.0,0.8,True
cf-1287,0.0,0.95,True
cf-12870,0.0,0.95,True
cf-12884,0.0,0.95,True
cf-12889,0.0,0.7,True
cf-12899,0.0,0.75,True
cf-12903,0.0,0.8,True
cf-12908,0.0,0.95,True
cf-12909,1.0,0.95,True
cf-1291,0.0,0.7,True
cf-12916,0.0,0.8,True
cf-12922,1.0,0.95,True
cf-1293,0.0,0.85,True
cf-12932,1.0,0.95,True
cf-12940,0.0,0.75,True
cf-12943,0.0,0.95,True
cf-12949,1.0,0.95,True
cf-12951,0.23076923076923078,0.95,True
cf-12952,0.0,0.95,True
cf-12956,0.0,0.75,True
cf-12961,1.0,0.95,True
cf-12973,0.0,0.95,True
cf-12978,0.0,0.8,True
cf-1298,0.0,0.8,True
cf-12986,0.0,0.85,True
cf-12990,0.0,0.95,True
cf-12992,0.0,0.8,True
cf-12998,0.0,0.95,True
cf-13000,0.0,0.95,True
cf-13001,0.0,0.8,True
cf-13007,0.0,0.75,True
cf-13009,1.0,0.95,True
cf-13016,0.0,0.95,True
cf-13018,0.0,0.95,True
cf-13019,0.0,0.8,True
cf-13024,1.0,0.95,True
cf-13032,0.0,0.95,True
cf-13036,0.0,0.75,True
cf-13046,1.0,0.95,True
cf-13058,0.0,0.8,True
cf-13063,0.0,0.95,True
cf-13075,0.0,0.7,True
cf-13097,0.0,0.7,True
cf-13099,0.0,0.8,True
cf-1310,1.0,0.95,True
cf-1311,0.0,0.75,True
cf-13119,0.0,0.8,True
cf-1312,0.0,0.8,True
cf-13121,0.0,0.95,True
cf-13123,0.0,0.8,True
cf-13137,0.0,0.7,True
cf-13139,0.0,0.95,True
cf-13145,0.0,0.8,True
cf-1315,0.0,0.75,True
cf-13155,0.0,0.8,True
cf-13158,0.0,0.7,True
cf-13159,0.0,0.7,True
cf-13165,0.0,0.7,True
cf-13174,0.0,0.7,True
cf-13180,0.0,0.85,True
cf-13182,0.0,0.7,True
cf-13193,1.0,0.95,True
cf-13209,0.0,0.9,True
cf-13215,0.0,0.95,True
cf-13217,0.0,0.7,True
cf-13226,0.0,0.7,True
cf-13229,0.0,0.95,True
cf-13237,0.0,0.8,True
cf-13239,0.0,0.95,True
cf-13248,0.0,0.7,True
cf-13251,0.0,0.95,True
cf-13252,0.0,0.95,True
cf-13266,0.0,0.95,True
cf-13270,0.05,0.7,True
cf-13273,0.0,0.85,True
cf-13279,0.0,0.75,True
cf-13283,0.0,0.75,True
cf-13285,0.0,0.7,True
cf-13294,0.0,0.8,True
cf-13298,0.0,0.95,True
cf-13305,0.0,0.75,True
cf-13316,0.0,0.9,True
cf-13321,1.0,0.95,True
cf-13326,0.08333333333333333,0.75,True
cf-13327,1.0,0.95,True
cf-13333,0.0,0.95,True
cf-13335,0.0,0.85,True
cf-1334,1.0,0.95,True
cf-13363,0.0,0.95,True
cf-13365,0.0,0.95,True
cf-13366,0.0,0.95,True
cf-13371,0.0,0.75,True
cf-13375,0.0,0.95,True
cf-13393,0.0,0.95,True
cf-13413,0.1,0.75,True
cf-13420,0.0,0.85,True
cf-13426,1.0,0.95,True
cf-13430,0.0,0.7,True
cf-13432,0.0,0.95,True
cf-13439,0.0,0.9,True
cf-13453,0.0,0.7,True
cf-1346,0.0,0.95,True
cf-13468,0.0,0.95,True
cf-13471,0.0,0.95,True
cf-13473,1.0,0.95,True
cf-1348,0.0,0.7,True
cf-13483,0.0,0.95,True
cf-13484,1.0,0.95,True
cf-13487,0.0,0.95,True
cf-13488,0.0,0.95,True
cf-13493,1.0,0.95,True
cf-13497,0.0,0.95,True
cf-13507,0.0,0.8,True
cf-13510,0.0,0.95,True
cf-13514,0.0,0.95,True
cf-13516,0.0,0.7,True
cf-13518,0.0,0.95,True
cf-13519,0.1,0.75,True
cf-13521,0.0,0.95,True
cf-13522,0.0,0.85,True
cf-13526,0.0,0.95,True
cf-13534,0.0,0.7,True
cf-13536,0.0,0.95,True
cf-13555,0.0,0.9,True
cf-13556,0.0,0.7,True
cf-13557,0.0,0.75,True
cf-13564,0.0,0.75,True
cf-13565,0.05,0.75,True
cf-13567,1.0,0.95,True
cf-1358,0.0,0.7,True
cf-13592,0.0,0.75,True
cf-13596,0.0,0.85,True
cf-13599,0.0,0.8,True
cf-13603,1.0,0.95,True
cf-1361,0.0,0.7,True
cf-13618,0.0,0.95,True
cf-13623,0.0,0.8,True
cf-13628,0.0,0.7,True
cf-13643,1.0,0.95,True
cf-13658,0.0,0.95,True
cf-13660,0.0,0.95,True
cf-1367,1.0,0.95,True
cf-13671,0.0,0.7,True
cf-13679,0.0,0.7,True
cf-13686,0.0,0.75,True
cf-13688,0.0,0.75,True
cf-13697,0.0,0.95,True
cf-13700,0.0,0.85,True
cf-13701,0.0,0.75,True
cf-13706,0.0,0.7,True
cf-13712,0.0,0.75,True
cf-13715,0.05,0.75,True
cf-13718,0.0,0.85,True
cf-13720,0.0,0.75,True
cf-13721,0.0,0.95,True
cf-13722,0.0,0.7,True
cf-13727,1.0,0.95,True
cf-13729,0.0,0.8,True
cf-1373,0.0,0.85,True
cf-13733,0.15,0.7,True
cf-13735,0.0,0.95,True
cf-13736,0.0,0.95,True
cf-1375,1.0,0.95,True
cf-13775,0.0,0.95,True
cf-13790,0.0,0.75,True
cf-13795,0.0,0.7,True
cf-13807,0.05,0.75,True
cf-13809,0.0,0.95,True
cf-13810,0.0,0.95,True
cf-13817,0.0,0.95,True
cf-13824,0.0,0.95,True
cf-13825,0.0,0.8,True
cf-13837,0.0,0.85,True
cf-13839,0.0,0.8,True
cf-13840,0.0,0.95,True
cf-13847,0.0,0.95,True
cf-1385,0.0,0.9,True
cf-13854,1.0,0.95,True
cf-13856,0.0,0.95,True
cf-13873,0.0,0.95,True
cf-13876,0.0,0.75,True
cf-13878,1.0,0.95,True
cf-13883,0.0,0.75,True
cf-13891,0.0,0.9,True
cf-13893,1.05,0.7,True
cf-13897,0.0,0.95,True
cf-13898,0.0,0.8,True
cf-139,1.0,0.95,True
cf-1390,0.0,0.95,True
cf-13907,0.0,0.95,True
cf-13909,0.0,0.8,True
cf-13913,0.0,0.75,True
cf-1392,0.0,0.75,True
cf-13922,0.0,0.95,True
cf-13923,1.0,0.95,True
cf-13924,0.0,0.75,True
cf-13930,0.0,0.75,True
cf-13931,0.0,0.95,True
cf-13964,0.0,0.95,True
cf-13986,0.0,0.95,True
cf-13988,1.05,0.95,True
cf-1399,0.0,0.8,True
cf-13993,0.0,0.75,True
cf-14000,0.0,0.7,True
cf-14006,0.0,0.75,True
cf-14016,0.0,0.95,True
cf-14019,1.0,0.95,True
cf-14028,0.1,0.75,True
cf-14033,0.0,0.95,True
cf-14045,0.0,0.95,True
cf-14059,0.0,0.7,True
cf-1406,0.0,0.75,True
cf-1408,1.0,0.95,True
cf-14082,0.05,0.75,True
cf-14087,0.0,0.85,True
cf-14089,0.0,0.8,True
cf-14097,0.0,0.7,True
cf-14102,0.2727272727272727,0.95,True
cf-14114,0.0,0.8,True
cf-14115,1.05,0.95,True
cf-14117,0.0,0.7,True
cf-14127,0.0,0.7,True
cf-14129,0.0,0.95,True
cf-14142,0.0,0.95,True
cf-14151,0.0,0.75,True
cf-14162,0.0,0.95,True
cf-14163,0.0,0.95,True
cf-14164,0.0,0.95,True
cf-14172,0.0,0.95,True
cf-14176,0.0,0.95,True
cf-14182,0.0,0.75,True
cf-14183,0.0,0.75,True
cf-14192,0.0,0.95,True
cf-14202,0.0,0.95,True
cf-1422,1.0,0.95,True
cf-14224,1.0,0.95,True
cf-14243,0.0,0.8,True
cf-14244,1.0,0.95,True
cf-14246,1.0,0.95,True
cf-14247,0.0,0.95,True
cf-14248,0.0,0.95,True
cf-14251,0.0,0.7,True
cf-1426,0.0,0.95,True
cf-14273,0.0,0.7,True
cf-14277,0.0,0.95,True
cf-14282,0.05,0.7,True
cf-14287,0.0,0.7,True
cf-14288,0.0,0.7,True
cf-1429,0.0,0.75,True
cf-14299,0.0,0.75,True
cf-14306,0.05,0.95,True
cf-14308,0.0,0.95,True
cf-1431,0.0,0.8,True
cf-14313,0.0,0.7,True
cf-14315,0.0,0.95,True
cf-14316,0.0,0.85,True
cf-14325,0.0,0.8,True
cf-14327,0.05,0.75,True
cf-14338,1.0,0.95,True
cf-14348,0.0,0.95,True
cf-1435,0.0,0.75,True
cf-14350,0.0,0.8,True
cf-14368,0.0,0.95,True
cf-14375,0.0,0.85,True
cf-14380,0.0,0.95,True
cf-14394,1.0,0.95,True
cf-14396,0.0,0.95,True
cf-14398,0.0,0.7,True
cf-144,0.0,0.7,True
cf-14402,0.0,0.7,True
cf-14413,0.0,0.95,True
cf-14424,0.0,0.8,True
cf-14435,0.0,0.95,True
cf-14444,0.0,0.95,True
cf-1445,0.0,0.7,True
cf-14458,0.0,0.7,True
cf-14462,0.0,0.7,True
cf-14464,0.1,0.7,True
cf-14470,0.05,0.7,True
cf-14474,0.0,0.8,True
cf-14475,0.0,0.75,True
cf-14477,0.0,0.95,True
cf-14486,0.0,0.7,True
cf-1449,0.0,0.95,True
cf-14492,0.0,0.7,True
cf-14494,0.3,0.7,True
cf-14501,1.0,0.95,True
cf-14513,1.0,0.95,True
cf-14516,0.0,0.7,True
cf-14521,0.0,0.8,True
cf-14533,0.0,0.95,True
cf-14545,0.0,0.95,True
cf-14547,0.0,0.85,True
cf-14548,0.15,0.75,True
cf-14553,0.0,0.7,True
cf-14555,0.0,0.85,True
cf-14567,1.0,0.95,True
cf-14569,0.0,0.7,True
cf-14572,0.05,0.7,True
cf-14579,0.0,0.95,True
cf-14588,0.0,0.95,True
cf-14597,0.0,0.75,True
cf-14598,0.0,0.95,True
cf-14606,0.0,0.95,True
cf-1461,0.0,0.95,True
cf-14610,0.0,0.7,True
cf-14614,0.0,0.85,True
cf-14625,0.0,0.75,True
cf-14628,0.0,0.75,True
cf-14635,0.0,0.75,True
cf-14636,0.0,0.85,True
cf-1464,0.0,0.7,True
cf-14641,0.0,0.95,True
cf-14650,1.0,0.95,True
cf-14656,1.0,0.95,True
cf-14661,0.0,0.7,True
cf-14665,0.0,0.95,True
cf-14672,0.0,0.8,True
cf-14681,0.0,0.7,True
cf-14688,0.0,0.8,True
cf-14704,0.0,0.85,True
cf-14705,1.0,0.95,True
cf-14706,0.0,0.95,True
cf-14708,0.0,0.95,True
cf-14733,0.0,0.95,True
cf-14734,0.0,0.85,True
cf-14737,0.0,0.7,True
cf-14747,1.05,0.95,True
cf-1475,0.0,0.75,True
cf-14757,0.45,0.9,True
cf-14759,0.0,0.8,True
cf-14765,0.0,0.95,True
cf-14766,0.0,0.95,True
cf-1477,0.0,0.95,True
cf-14772,0.0,0.7,True
cf-14773,0.0,0.8,True
cf-14799,0.0,0.95,True
cf-14800,0.0,0.95,True
cf-14814,0.0,0.75,True
cf-1482,0.0,0.95,True
cf-14832,1.0,0.95,True
cf-14845,0.0,0.95,True
cf-14849,0.0,0.95,True
cf-14851,1.0,0.95,True
cf-14862,0.0,0.75,True
cf-1487,1.0,0.95,True
cf-14871,0.0,0.95,True
cf-14872,0.0,0.75,True
cf-14877,1.0,0.95,True
cf-14879,1.0,0.95,True
cf-14886,0.0,0.8,True
cf-14892,0.0,0.95,True
cf-14895,0.0,0.95,True
cf-14896,0.0,0.95,True
cf-14898,0.0,0.95,True
cf-14907,0.0,0.7,True
cf-14918,0.0,0.7,True
cf-14929,0.0,0.7,True
cf-14933,0.0,0.75,True
cf-14950,0.0,0.8,True
cf-14956,0.0,0.7,True
cf-14962,0.0,0.75,True
cf-14964,0.0,0.7,True
cf-14966,0.0,0.75,True
cf-14968,0.0,0.75,True
