target_key,gap,gap_rho,gap_eligible
cf-1399,0.0,0.95,True
cf-14,1.0,0.95,True
cf-1402,0.0,0.95,True
cf-1404,0.0,0.8,True
cf-1406,0.0,0.8,True
cf-1408,0.0,0.75,True
cf-1418,0.0,0.95,True
cf-1422,0.0,0.8,True
cf-1426,0.0,0.95,True
cf-1427,0.0,0.95,True
cf-1429,0.0,0.85,True
cf-1432,0.0,0.7,True
cf-1435,0.0,0.8,True
cf-144,0.0,0.95,True
cf-1440,0.0,0.95,True
cf-1445,0.0,0.95,True
cf-1449,0.0,0.95,True
cf-1451,0.0,0.95,True
cf-1457,0.0,0.75,True
cf-146,0.0,0.7,True
cf-1461,0.0,0.95,True
cf-1463,0.0,0.95,True
cf-1464,0.0,0.95,True
cf-1475,0.0,0.8,True
cf-1479,0.0,0.95,True
cf-148,0.0,0.95,True
cf-1485,0.0,0.95,True
cf-1487,1.0,0.95,True
cf-1488,0.0,0.95,True
cf-15,0.0,0.95,True
cf-150,0.0,0.95,True
cf-151,0.0,0.95,True
cf-152,0.0,0.75,True
cf-154,0.0,0.95,True
cf-163,1.0,0.95,True
cf-17,1.0,0.95,True
cf-174,0.0,0.95,True
cf-18,0.0,0.95,True
cf-182,0.0,0.7,True
cf-184,0.0,0.95,True
cf-185,0.0,0.95,True
cf-190,0.0,0.7,True
cf-192,0.0,0.95,True
cf-197,0.0,0.7,True
cf-20,0.0,0.95,True
cf-203,0.0,0.7,True
cf-207,0.0,0.7,True
cf-208,0.0,0.7,True
cf-22,0.0,0.7,True
cf-222,0.0,0.95,True
cf-225,1.0,0.95,True
cf-23,0.0,0.95,True
cf-231,1.0,0.95,True
cf-235,0.0,0.7,True
cf-238,0.0,0.9,True
cf-253,0.0,0.95,True
cf-260,1.0,0.95,True
cf-262,1.0,0.95,True
cf-264,1.0,0.95,True
cf-268,0.0,0.95,True
cf-276,0.0,0.95,True
cf-279,0.0,0.95,True
cf-296,0.0,0.95,True
cf-3,0.0,0.75,True
cf-301,0.0,0.95,True
cf-303,0.0,0.95,True
cf-305,0.0,0.95,True
cf-307,0.0,0.7,True
cf-308,0.0,0.95,True
cf-312,0.0,0.75,True
cf-313,0.0,0.75,True
cf-316,0.0,0.75,True
cf-330,0.0,0.75,True
cf-333,0.0,0.75,True
cf-335,1.0,0.95,True
cf-338,0.0,0.7,True
cf-341,0.0,0.95,True
cf-351,0.0,0.95,True
cf-354,0.0,0.95,True
cf-355,0.0,0.95,True
cf-357,0.0,0.95,True
cf-359,0.0,0.95,True
cf-361,0.0,0.75,True
cf-365,0.0,0.9,True
cf-379,0.0,0.7,True
cf-38,0.0,0.95,True
cf-381,0.0,0.8,True
cf-383,0.0,0.95,True
cf-385,0.0,0.95,True
cf-387,0.0,0.95,True
cf-391,0.1,0.95,True
cf-397,0.0,0.7,True
cf-398,0.0,0.95,True
cf-405,0.0,0.95,True
cf-406,0.0,0.7,True
cf-415,0.0,0.75,True
cf-419,0.0,0.95,True
cf-422,0.0,0.95,True
cf-424,0.0,0.7,True
cf-425,0.0,0.95,True
cf-43,0.4,0.7,True
cf-433,0.0,0.95,True
cf-442,0.0,0.95,True
cf-452,0.0,0.8,True
cf-454,0.0,0.95,True
cf-457,0.0,0.95,True
cf-458,0.0,0.75,True
cf-459,0.0,0.8,True
cf-471,0.0,0.95,True
cf-472,0.0,0.95,True
cf-475,0.0,0.8,True
cf-477,0.0,0.95,True
cf-491,0.0,0.75,True
cf-50,0.0,0.95,True
cf-501,1.0,0.95,True
cf-507,0.0,0.95,True
cf-508,0.0,0.7,True
cf-509,0.0,0.95,True
cf-513,0.0,0.8,True
cf-516,0.0,0.95,True
cf-517,0.0,0.7,True
cf-52,0.14285714285714285,0.7,True
cf-530,0.0,0.95,True
cf-536,0.0,0.7,True
cf-537,0.0,0.75,True
cf-539,0.0,0.95,True
cf-544,0.0,0.95,True
cf-549,0.0,0.95,True
cf-555,0.0,0.95,True
cf-56,1.0,0.95,True
cf-561,0.0,0.95,True
cf-571,0.0,0.7,True
cf-575,0.0,0.7,True
cf-576,0.0,0.75,True
cf-578,0.0,0.95,True
cf-587,0.0,0.95,True
cf-588,0.0,0.95,True
cf-591,0.0,0.95,True
cf-593,0.0,0.95,True
cf-595,0.0,0.8,True
cf-605,0.0,0.95,True
cf-606,0.0,0.7,True
cf-610,0.0,0.95,True
cf-611,0.0,0.95,True
cf-616,1.0,0.95,True
cf-620,0.0,0.7,True
cf-624,1.0,0.95,True
cf-630,0.0,0.95,True
cf-633,0.0,0.8,True
cf-639,0.0,0.95,True
cf-643,0.0,0.95,True
cf-650,0.0,0.7,True
cf-651,0.0,0.95,True
cf-656,0.0,0.8,True
cf-659,0.0,0.95,True
cf-661,0.0,0.7,True
cf-663,0.0,0.75,True
cf-67,0.0,0.95,True
cf-676,0.0,0.95,True
cf-680,0.0,0.95,True
cf-684,0.0,0.75,True
cf-686,0.0,0.8,True
cf-691,0.0,0.75,True
cf-7,1.0,0.95,True
cf-700,0.0,0.85,True
cf-703,0.0,0.7,True
cf-705,0.0,0.95,True
cf-707,0.0,0.95,True
cf-709,0.0,0.7,True
cf-710,0.0,0.95,True
cf-713,1.0,0.95,True
cf-715,0.0,0.8,True
cf-718,0.0,0.95,True
cf-721,0.0,0.95,True
cf-722,0.0,0.8,True
cf-723,0.0,0.75,True
cf-724,0.0,0.95,True
cf-726,1.0,0.95,True
cf-729,0.0,0.8,True
cf-731,0.0,0.95,True
cf-734,0.0,0.7,True
cf-735,0.0,0.7,True
cf-739,0.0,0.95,True
cf-740,0.0,0.95,True
cf-742,0.0,0.95,True
cf-750,0.0,0.75,True
cf-755,0.0,0.95,True
cf-756,0.0,0.75,True
cf-757,0.0,0.95,True
cf-758,0.0,0.95,True
cf-766,0.0,0.95,True
cf-767,1.0,0.95,True
cf-77,0.0,0.95,True
cf-771,0.2,0.7,True
cf-778,0.0,0.7,True
cf-782,1.0,0.95,True
cf-784,1.0,0.95,True
cf-785,0.0,0.95,True
cf-787,0.0,0.85,True
cf-789,1.0,0.95,True
cf-793,0.0,0.75,True
cf-794,0.0,0.95,True
cf-799,0.0,0.95,True
cf-801,0.0,0.7,True
cf-805,0.0,0.7,True
cf-807,0.0,0.9,True
cf-81,0.0,0.95,True
cf-816,0.0,0.8,True
cf-82,0.0,0.7,True
cf-822,0.0,0.85,True
cf-823,0.0,0.95,True
cf-824,0.0,0.95,True
cf-825,0.0,0.95,True
cf-832,0.0,0.95,True
cf-840,0.0,0.95,True
cf-842,0.0,0.9,True
cf-846,0.0,0.95,True
cf-847,0.0,0.7,True
cf-850,0.0,0.95,True
cf-853,0.0,0.8,True
cf-854,0.0,0.95,True
cf-868,0.0,0.7,True
cf-871,0.0,0.95,True
cf-875,0.0,0.7,True
cf-876,0.0,0.7,True
cf-878,0.0,0.7,True
cf-882,0.0,0.8,True
cf-883,0.0,0.95,True
cf-913,0.0,0.95,True
cf-916,0.0,0.95,True
cf-917,0.0,0.95,True
cf-919,0.0,0.95,True
cf-920,1.0,0.95,True
cf-922,0.0,0.95,True
cf-923,0.0,0.95,True
cf-926,0.0,0.75,True
cf-928,0.0,0.95,True
cf-930,0.0,0.95,True
cf-931,0.0,0.8,True
cf-934,0.0,0.7,True
cf-937,1.0,0.95,True
cf-945,0.0,0.95,True
cf-947,0.0,0.8,True
cf-95,0.0,0.95,True
cf-953,0.0,0.95,True
cf-954,0.07692307692307693,0.95,True
cf-957,0.0,0.75,True
cf-964,0.0,0.7,True
cf-971,0.0,0.7,True
cf-977,0.0,0.95,True
cf-982,0.0,0.7,True
cf-984,0.0,0.8,True
cf-988,0.0,0.75,True
cf-996,0.0,0.95,True
